country,region,protesterviolence,demand_labor-wage-dispute,demand_land-farm-issue,demand_police-brutality,demand_political-behavior/process,demand_price-increases/tax-policy,demand_removal-of-politician,demand_social-restrictions,participants_log,duration_days_log,protestnumber_log,system,yrsoffc,finittrm,yrcurnt,termlimit,reelect,multpl,military,defmin,execnat,totalseats,oppmajh,legelec,exelec,liec,eiec,gq,gqi,auton,numvote,oppvote,maj,herfgov,frac,govfrac,tensys_strict,checks,stabs_strict,tenlong_strict,tenshort_strict,xconst,target,reg_type,armed_forces_personnel_percent_of_labor_force,aged_15_64_labour_force_participation_rate_percent,exports_percent_of_gdp,investments_percent_of_gdp,hdi_human_development_index,gdppercapita_us_inflation_adjusted,total_gni_ppp_current_international,military_expenditure_percent_of_gdp,target_2y,target_6m
Albania,Europe,0,0,0,0,1,0,0,0,3.912023005,0,1.791759469,Parliamentary,5,1,3,1,1,1,0,0,0,140,0,0,0,7,7,2,1,0,0.603899994,0.420399971,0.541666687,0.765614688,0.575563312,0.237429231,19,2,0.5,5,1,7,0,1,1.18252,62.14,27.97944,30.30867,0.745,3577.11339,27768446182,1.55859,0,0
Albania,Europe,1,0,0,0,1,0,0,0,11.51292546,0,0,Parliamentary,6,1,2,1,1,1,0,0,0,140,0,0,0,7,7,2,1,0,0.603899994,0.420399971,0.541666687,0.765614688,0.575563312,0.237429231,20,2,0,6,2,7,0,1,1.07863,68.19,29.24154,31.41358,0.764,3678.04674,29663237891,1.52827,0,0
Albania,Europe,0,0,0,0,1,0,0,0,9.210340372,0,0.693147181,Parliamentary,6,1,2,1,1,1,0,0,0,140,0,0,0,7,7,2,1,0,0.603899994,0.420399971,0.541666687,0.765614688,0.575563312,0.237429231,20,2,0,6,2,7,0,1,1.07863,68.19,29.24154,31.41358,0.764,3678.04674,29663237891,1.52827,0,0
Albania,Europe,0,0,0,0,1,0,0,0,10.30895266,0,1.098612289,Parliamentary,6,1,2,1,1,1,0,0,0,140,0,0,0,7,7,2,1,0,0.603899994,0.420399971,0.541666687,0.765614688,0.575563312,0.237429231,20,2,0,6,2,7,0,1,1.07863,68.19,29.24154,31.41358,0.764,3678.04674,29663237891,1.52827,0,0
Albania,Europe,0,0,0,0,1,0,0,0,8.006367568,0,0,Parliamentary,8,1,0,1,1,1,0,0,0,140,0,1,0,7,7,2,1,0,0.603899994,0.420399971,0.541666687,0.765614688,0.575563312,0.237429231,22,2,0,8,4,7,0,1,0.69886,60.52,28.91632,28.0525,0.782,3780.6982,31131659916,1.40898,0,0
Albania,Europe,0,0,0,0,1,0,0,0,5.703782475,0,0.693147181,Parliamentary,8,1,0,1,1,1,0,0,0,140,0,1,0,7,7,2,1,0,0.603899994,0.420399971,0.541666687,0.765614688,0.575563312,0.237429231,22,2,0,8,4,7,0,1,0.69886,60.52,28.91632,28.0525,0.782,3780.6982,31131659916,1.40898,0,0
Albania,Europe,0,0,0,0,1,0,0,0,6.907755279,0.693147181,1.098612289,Parliamentary,8,1,0,1,1,1,0,0,0,140,0,1,0,7,7,2,1,0,0.603899994,0.420399971,0.541666687,0.765614688,0.575563312,0.237429231,22,2,0,8,4,7,0,1,0.69886,60.52,28.91632,28.0525,0.782,3780.6982,31131659916,1.40898,0,0
Albania,Europe,0,0,0,0,1,0,0,0,8.160232492,0,0,Parliamentary,4,1,0,1,1,1,0,0,0,140,0,1,0,7,7,2,1,0,0.532000008,0.360999985,0.600000024,0.653911591,0.645426452,0.350258172,26,3,0,8,4,7,0,1,0.65811,65.82,31.56981,25.05255,0.79,4249.80373,36786422672,1.1087,0,0
Albania,Europe,1,0,0,0,1,0,0,0,8.006367568,0,0.693147181,Parliamentary,4,1,0,1,1,1,0,0,0,140,0,1,0,7,7,2,1,0,0.532000008,0.360999985,0.600000024,0.653911591,0.645426452,0.350258172,26,3,0,8,4,7,0,1,0.65811,65.82,31.56981,25.05255,0.79,4249.80373,36786422672,1.1087,0,0
Albania,Europe,0,0,0,0,1,1,0,0,6.308098442,0,0,Parliamentary,1,1,3,1,1,1,0,0,0,140,0,1,0,7,7,2,1,0,0.545,0.431300011,0.557142854,0.901709378,0.61171639,0.0995671,27,4,0.75,5,1,7,0,1,0.64315,68.32,31.57193,23.91018,0.792,4431.53918,38643606580,1.16127,0,0
Albania,Europe,1,0,0,0,0,0,1,0,9.210340372,0,0.693147181,Parliamentary,1,1,3,1,1,1,0,0,0,140,0,1,0,7,7,2,1,0,0.545,0.431300011,0.557142854,0.901709378,0.61171639,0.0995671,27,4,0.75,5,1,7,0,1,0.64315,68.32,31.57193,23.91018,0.792,4431.53918,38643606580,1.16127,0,0
Albania,Europe,0,0,1,0,0,0,0,0,6.308098442,0,1.098612289,Parliamentary,1,1,3,1,1,1,0,0,0,140,0,1,0,7,7,2,1,0,0.545,0.431300011,0.557142854,0.901709378,0.61171639,0.0995671,27,4,0.75,5,1,7,0,1,0.64315,68.32,31.57193,23.91018,0.792,4431.53918,38643606580,1.16127,0,0
Albania,Europe,0,0,0,0,0,1,0,0,8.160232492,0,1.386294361,Parliamentary,1,1,3,1,1,1,0,0,0,140,0,1,0,7,7,2,1,0,0.545,0.431300011,0.557142854,0.901709378,0.61171639,0.0995671,27,4,0.75,5,1,7,0,1,0.64315,68.32,31.57193,23.91018,0.792,4431.53918,38643606580,1.16127,0,0
Albania,Europe,0,0,0,0,0,1,0,0,8.160232492,0,1.609437912,Parliamentary,1,1,3,1,1,1,0,0,0,140,0,1,0,7,7,2,1,0,0.545,0.431300011,0.557142854,0.901709378,0.61171639,0.0995671,27,4,0.75,5,1,7,0,1,0.64315,68.32,31.57193,23.91018,0.792,4431.53918,38643606580,1.16127,0,0
Albania,Europe,0,0,0,0,0,1,0,0,8.160232492,0,1.791759469,Parliamentary,1,1,3,1,1,1,0,0,0,140,0,1,0,7,7,2,1,0,0.545,0.431300011,0.557142854,0.901709378,0.61171639,0.0995671,27,4,0.75,5,1,7,0,1,0.64315,68.32,31.57193,23.91018,0.792,4431.53918,38643606580,1.16127,0,0
Albania,Europe,0,0,0,0,0,1,0,0,8.160232492,0,1.945910149,Parliamentary,1,1,3,1,1,1,0,0,0,140,0,1,0,7,7,2,1,0,0.545,0.431300011,0.557142854,0.901709378,0.61171639,0.0995671,27,4,0.75,5,1,7,0,1,0.64315,68.32,31.57193,23.91018,0.792,4431.53918,38643606580,1.16127,0,0
Albania,Europe,0,0,0,0,0,1,0,0,8.160232492,0,2.079441542,Parliamentary,1,1,3,1,1,1,0,0,0,140,0,1,0,7,7,2,1,0,0.545,0.431300011,0.557142854,0.901709378,0.61171639,0.0995671,27,4,0.75,5,1,7,0,1,0.64315,68.32,31.57193,23.91018,0.792,4431.53918,38643606580,1.16127,0,0
Albania,Europe,0,0,0,0,0,1,0,0,8.160232492,0,2.197224577,Parliamentary,1,1,3,1,1,1,0,0,0,140,0,1,0,7,7,2,1,0,0.545,0.431300011,0.557142854,0.901709378,0.61171639,0.0995671,27,4,0.75,5,1,7,0,1,0.64315,68.32,31.57193,23.91018,0.792,4431.53918,38643606580,1.16127,0,0
Albania,Europe,0,0,0,0,0,1,0,0,8.160232492,0,2.302585093,Parliamentary,1,1,3,1,1,1,0,0,0,140,0,1,0,7,7,2,1,0,0.545,0.431300011,0.557142854,0.901709378,0.61171639,0.0995671,27,4,0.75,5,1,7,0,1,0.64315,68.32,31.57193,23.91018,0.792,4431.53918,38643606580,1.16127,0,0
Albania,Europe,0,0,0,0,0,1,0,0,8.160232492,0,2.397895273,Parliamentary,1,1,3,1,1,1,0,0,0,140,0,1,0,7,7,2,1,0,0.545,0.431300011,0.557142854,0.901709378,0.61171639,0.0995671,27,4,0.75,5,1,7,0,1,0.64315,68.32,31.57193,23.91018,0.792,4431.53918,38643606580,1.16127,1,0
Albania,Europe,0,0,0,0,0,0,1,0,3.912023005,0,0,Parliamentary,2,1,2,1,1,1,0,0,0,140,0,1,0,7,7,2,1,0,0.545,0.431300011,0.557142854,0.901709378,0.61171639,0.0995671,28,4,0,6,2,7,0,0,0.56265,69.61,31.3075,23.58599,0.795,4544.51501,39430073226,1.29109,1,0
Albania,Europe,1,0,0,0,0,0,1,0,8.160232492,0,0.693147181,Parliamentary,2,1,2,1,1,1,0,0,0,140,0,1,0,7,7,2,1,0,0.545,0.431300011,0.557142854,0.901709378,0.61171639,0.0995671,28,4,0,6,2,7,0,0,0.56265,69.61,31.3075,23.58599,0.795,4544.51501,39430073226,1.29109,1,0
Albania,Europe,0,0,0,0,0,0,1,0,8.9226583,0,1.098612289,Parliamentary,2,1,2,1,1,1,0,0,0,140,0,1,0,7,7,2,1,0,0.545,0.431300011,0.557142854,0.901709378,0.61171639,0.0995671,28,4,0,6,2,7,0,0,0.56265,69.61,31.3075,23.58599,0.795,4544.51501,39430073226,1.29109,1,0
Albania,Europe,1,0,0,0,0,0,1,0,6.308098442,0,1.386294361,Parliamentary,2,1,2,1,1,1,0,0,0,140,0,1,0,7,7,2,1,0,0.545,0.431300011,0.557142854,0.901709378,0.61171639,0.0995671,28,4,0,6,2,7,0,0,0.56265,69.61,31.3075,23.58599,0.795,4544.51501,39430073226,1.29109,1,0
Albania,Europe,0,0,0,0,0,0,1,0,8.160232492,0,1.609437912,Parliamentary,2,1,2,1,1,1,0,0,0,140,0,1,0,7,7,2,1,0,0.545,0.431300011,0.557142854,0.901709378,0.61171639,0.0995671,28,4,0,6,2,7,0,0,0.56265,69.61,31.3075,23.58599,0.795,4544.51501,39430073226,1.29109,1,0
Albania,Europe,1,0,0,0,0,0,1,0,8.160232492,0,1.791759469,Parliamentary,2,1,2,1,1,1,0,0,0,140,0,1,0,7,7,2,1,0,0.545,0.431300011,0.557142854,0.901709378,0.61171639,0.0995671,28,4,0,6,2,7,0,0,0.56265,69.61,31.3075,23.58599,0.795,4544.51501,39430073226,1.29109,1,0
Albania,Europe,0,0,0,0,0,0,1,0,8.9226583,0,1.945910149,Parliamentary,2,1,2,1,1,1,0,0,0,140,0,1,0,7,7,2,1,0,0.545,0.431300011,0.557142854,0.901709378,0.61171639,0.0995671,28,4,0,6,2,7,0,0,0.56265,69.61,31.3075,23.58599,0.795,4544.51501,39430073226,1.29109,1,0
Albania,Europe,1,0,0,0,0,0,1,0,8.160232492,0,2.079441542,Parliamentary,2,1,2,1,1,1,0,0,0,140,0,1,0,7,7,2,1,0,0.545,0.431300011,0.557142854,0.901709378,0.61171639,0.0995671,28,4,0,6,2,7,0,0,0.56265,69.61,31.3075,23.58599,0.795,4544.51501,39430073226,1.29109,1,0
Albania,Europe,0,0,0,0,1,0,1,0,3.912023005,0,2.197224577,Parliamentary,2,1,2,1,1,1,0,0,0,140,0,1,0,7,7,2,1,0,0.545,0.431300011,0.557142854,0.901709378,0.61171639,0.0995671,28,4,0,6,2,7,0,0,0.56265,69.61,31.3075,23.58599,0.795,4544.51501,39430073226,1.29109,1,0
Albania,Europe,1,0,0,0,0,0,1,0,8.160232492,0,2.302585093,Parliamentary,2,1,2,1,1,1,0,0,0,140,0,1,0,7,7,2,1,0,0.545,0.431300011,0.557142854,0.901709378,0.61171639,0.0995671,28,4,0,6,2,7,0,0,0.56265,69.61,31.3075,23.58599,0.795,4544.51501,39430073226,1.29109,1,0
Albania,Europe,1,0,0,0,0,0,1,0,8.160232492,0,2.397895273,Parliamentary,2,1,2,1,1,1,0,0,0,140,0,1,0,7,7,2,1,0,0.545,0.431300011,0.557142854,0.901709378,0.61171639,0.0995671,28,4,0,6,2,7,0,0,0.56265,69.61,31.3075,23.58599,0.795,4544.51501,39430073226,1.29109,1,0
Albania,Europe,1,0,0,0,0,0,1,0,8.160232492,0,2.48490665,Parliamentary,2,1,2,1,1,1,0,0,0,140,0,1,0,7,7,2,1,0,0.545,0.431300011,0.557142854,0.901709378,0.61171639,0.0995671,28,4,0,6,2,7,0,0,0.56265,69.61,31.3075,23.58599,0.795,4544.51501,39430073226,1.29109,1,0
Albania,Europe,1,0,0,0,0,0,1,0,8.160232492,0,2.564949357,Parliamentary,2,1,2,1,1,1,0,0,0,140,0,1,0,7,7,2,1,0,0.545,0.431300011,0.557142854,0.901709378,0.61171639,0.0995671,28,4,0,6,2,7,0,0,0.56265,69.61,31.3075,23.58599,0.795,4544.51501,39430073226,1.29109,1,0
Albania,Europe,1,0,0,0,1,0,1,0,8.160232492,0,2.63905733,Parliamentary,2,1,2,1,1,1,0,0,0,140,0,1,0,7,7,2,1,0,0.545,0.431300011,0.557142854,0.901709378,0.61171639,0.0995671,28,4,0,6,2,7,0,0,0.56265,69.61,31.3075,23.58599,0.795,4544.51501,39430073226,1.29109,1,0
Albania,Europe,1,0,0,0,1,0,1,0,8.9226583,0,2.708050201,Parliamentary,2,1,2,1,1,1,0,0,0,140,0,1,0,7,7,2,1,0,0.545,0.431300011,0.557142854,0.901709378,0.61171639,0.0995671,28,4,0,6,2,7,0,0,0.56265,69.61,31.3075,23.58599,0.795,4544.51501,39430073226,1.29109,1,0
Albania,Europe,1,0,0,0,1,0,1,0,6.308098442,0,2.772588722,Parliamentary,2,1,2,1,1,1,0,0,0,140,0,1,0,7,7,2,1,0,0.545,0.431300011,0.557142854,0.901709378,0.61171639,0.0995671,28,4,0,6,2,7,0,0,0.56265,69.61,31.3075,23.58599,0.795,4544.51501,39430073226,1.29109,1,0
Albania,Europe,0,0,0,0,1,0,1,0,8.160232492,0,2.833213344,Parliamentary,2,1,2,1,1,1,0,0,0,140,0,1,0,7,7,2,1,0,0.545,0.431300011,0.557142854,0.901709378,0.61171639,0.0995671,28,4,0,6,2,7,0,0,0.56265,69.61,31.3075,23.58599,0.795,4544.51501,39430073226,1.29109,1,0
Albania,Europe,0,0,0,0,1,0,1,0,8.160232492,0,0,Parliamentary,3,1,1,1,1,1,0,0,0,140,0,1,0,7,7,2,1,0,0.545,0.431300011,0.557142854,0.901709378,0.61171639,0.0995671,29,4,0,7,3,7,1,0,0,0,23.11109,0,0,4389.89621,37421773316,1.53546,1,0
Algeria,MENA,0,0,0,0,1,0,0,0,9.210340372,0,0,Presidential,12,1,3,1,1,1,1,1,1,291,0,0,0,5,3,0,0,0,1,0,1,1,0,0,12,1,0,12,1,3,0,0,1.96806,46.65,23.44369,28.58942,0.572,3123.99766,1.72E+11,1.46107,0,0
Algeria,MENA,0,0,0,0,1,0,0,0,10.46310334,0,0.693147181,Presidential,12,1,3,1,1,1,1,1,1,291,0,0,0,5,3,0,0,0,1,0,1,1,0,0,12,1,0,12,1,3,0,0,1.96806,46.65,23.44369,28.58942,0.572,3123.99766,1.72E+11,1.46107,0,0
Algeria,MENA,1,0,0,0,1,0,0,0,9.210340372,2.63905733,0,Presidential,13,1,2,1,1,1,1,1,1,291,0,0,0,5,3,0,0,0,1,0,1,1,0,0,13,1,0,13,2,3,1,0,1.88936,46.87,29.11782,31.84133,0.576,3011.49993,1.72E+11,1.21083,0,0
Algeria,MENA,1,0,0,0,1,0,0,0,4.605170186,1.386294361,0.693147181,Presidential,13,1,2,1,1,1,1,1,1,291,0,0,0,5,3,0,0,0,1,0,1,1,0,0,13,1,0,13,2,3,1,0,1.88936,46.87,29.11782,31.84133,0.576,3011.49993,1.72E+11,1.21083,0,0
Algeria,MENA,0,0,0,0,1,0,0,0,11.81303006,0,0,Presidential,14,1,1,1,1,1,1,1,1,295,0,1,0,5,3,0,0,0,1,0,1,1,0,0,14,1,0,14,3,3,1,0,1.82024,46.94,25.31959,30.75749,0.582,2994.49132,1.81E+11,2.14013,0,0
Algeria,MENA,0,0,0,0,1,0,0,0,4.605170186,0,0.693147181,Presidential,14,1,1,1,1,1,1,1,1,295,0,1,0,5,3,0,0,0,1,0,1,1,0,0,14,1,0,14,3,1,0,0,1.82024,46.94,25.31959,30.75749,0.582,2994.49132,1.81E+11,2.14013,0,0
Algeria,MENA,1,0,0,0,1,0,0,0,4.605170186,0.693147181,1.098612289,Presidential,14,1,1,1,1,1,1,1,1,295,0,1,0,5,3,0,0,0,1,0,1,1,0,0,14,1,0,14,3,1,0,0,1.82024,46.94,25.31959,30.75749,0.582,2994.49132,1.81E+11,2.14013,0,0
Algeria,MENA,1,0,0,0,1,0,0,0,6.907755279,0.693147181,1.386294361,Presidential,14,1,1,1,1,1,1,1,1,295,0,1,0,5,3,0,0,0,1,0,1,1,0,0,14,1,0,14,3,1,0,0,1.82024,46.94,25.31959,30.75749,0.582,2994.49132,1.81E+11,2.14013,0,0
Algeria,MENA,1,0,0,0,1,0,0,0,6.907755279,0.693147181,1.609437912,Presidential,14,1,1,1,1,1,1,1,1,295,0,1,0,5,3,0,0,0,1,0,1,1,0,0,14,1,0,14,3,1,0,0,1.82024,46.94,25.31959,30.75749,0.582,2994.49132,1.81E+11,2.14013,0,0
Algeria,MENA,1,0,0,0,1,0,0,0,3.912023005,0,1.791759469,Presidential,14,1,1,1,1,1,1,1,1,295,0,1,0,5,3,0,0,0,1,0,1,1,0,0,14,1,0,14,3,1,0,0,1.82024,46.94,25.31959,30.75749,0.582,2994.49132,1.81E+11,2.14013,0,0
Algeria,MENA,1,0,0,0,0,1,0,0,4.605170186,0.693147181,0,Presidential,10,1,0,1,0,1,0,0,1,389,0,0,1,7,6,0,0,0,0.430999985,0.43,0.640102804,0.402267694,0.827775002,0.600142479,14,3,0,10,7,5,0,0,3.14411,45.06,35.37165,46.87646,0.711,3851.21378,4.45E+11,3.84851,0,0
Algeria,MENA,0,0,0,0,1,0,1,0,9.210340372,0,0,Presidential,12,1,3,1,1,1,0,0,1,389,0,0,0,7,6,0,0,0,0.430999985,0.43,0.640102804,0.402267694,0.827775002,0.600142479,16,3,0,12,9,5,0,0,2.97125,45.58,38.78812,38.05321,0.728,3956.89582,4.9E+11,4.32571,0,0
Algeria,MENA,0,0,0,0,0,0,0,1,5.703782475,0,0,Presidential,14,1,1,1,1,1,0,0,1,462,0,0,0,7,6,1,1,0,0.278100014,0.123999996,0.614224136,0.590126216,0.759997606,0.41131705,18,3,0,14,11,5,0,0,2.67075,46.96,33.2099,43.41116,0.729,4042.92364,4.88E+11,4.84451,0,0
Algeria,MENA,0,0,0,0,1,0,0,0,6.907755279,0,0.693147181,Presidential,14,1,1,1,1,1,0,0,1,462,0,0,0,7,6,1,1,0,0.278100014,0.123999996,0.614224136,0.590126216,0.759997606,0.41131705,18,3,0,14,11,5,0,0,2.67075,46.96,33.2099,43.41116,0.729,4042.92364,4.88E+11,4.84451,0,0
