,country,region,protesterviolence,demand_labor-wage-dispute,demand_land-farm-issue,demand_police-brutality,demand_political-behavior/process,demand_price-increases/tax-policy,demand_removal-of-politician,demand_social-restrictions,participants_log,duration_days_log,protestnumber_log,system,yrsoffc,finittrm,yrcurnt,termlimit,reelect,multpl,military,defmin,execnat,execrel,totalseats,oppmajh,legelec,exelec,liec,eiec,gq,gqi,auton,numvote,oppvote,maj,herfgov,frac,govfrac,tensys_strict,checks,stabs_strict,tenlong_strict,tenshort_strict,xconst,target
2728,United Kingdom,Europe,0,0,0,0,1,0,0,0,3.912023005428146,0.6931471805599453,2.1972245773362196,Parliamentary,4.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,United Kingdom,653.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,0.41900001525878905,0.5579999923706055,0.5145482420921326,1.0,0.5622438192367554,0.0,64.0,4.0,0.0,15.0,4.0,7,0
2729,United Kingdom,Europe,0,0,0,0,1,0,0,0,4.605170185988092,0.0,2.302585092994046,Parliamentary,4.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,United Kingdom,653.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,0.41900001525878905,0.5579999923706055,0.5145482420921326,1.0,0.5622438192367554,0.0,64.0,4.0,0.0,15.0,4.0,7,0
6626,Russia,Europe,0,0,0,0,1,0,0,0,10.043249494911286,0.0,1.0986122886681098,Presidential,3.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,0.0,Russia,304.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,0.055,0.43040000915527343,0.375,0.40997228026390076,0.8568264245986938,0.5952491760253906,3.0,5.0,0.0,3.0,1.0,3,0
1536,Ecuador,South America,0,0,0,0,0,1,0,0,3.912023005428146,0.6931471805599453,1.9459101490553132,Presidential,2.0,1.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,Ecuador,77.0,0.0,1.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.23376622796058655,0.5555555820465088,0.8628673553466797,0.47058823704719543,15.0,5.0,0.0,4.0,2.0,7,0
1173,Venezuela,South America,1,0,0,0,0,1,0,0,3.912023005428146,0.0,2.1972245773362196,Presidential,1.0,1.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,Venezuela,199.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.2512562870979309,1.0,0.7502157688140869,1.1102230246251565e-16,36.0,5.0,0.5,1.0,1.0,6,0
13637,Bangladesh,Asia,1,0,0,0,1,0,0,0,6.907755278982137,0.0,2.3978952727983707,Parliamentary,3.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,Bangladesh,294.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.4693877696990967,1.0,0.6795408129692078,0.0,3.0,4.0,0.0,3.0,3.0,5,0
532,Guatemala,Central America,1,0,0,0,0,1,0,0,6.907755278982137,0.0,0.0,Assembly-Elected President,1.0,1.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,Guatemala,142.0,0.0,1.0,0.0,7.0,7.0,0.0,0.0,0.0,0.5779999923706055,0.19,0.6126760840415955,0.3684766888618469,0.8555189371109009,0.6388666033744812,9.0,3.0,0.5,3.0,1.0,3,0
3263,Ireland,Europe,0,0,0,0,1,0,0,1,5.298317366548036,0.0,3.4339872044851463,Parliamentary,2.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,Ireland,166.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.5841999816894531,0.4157999801635742,0.608433723449707,0.5600431561470032,0.7186564803123474,0.44435644149780273,64.0,5.0,0.0,7.0,2.0,7,0
5132,Italy,Europe,0,0,0,0,1,0,0,0,13.815510557964274,0.0,1.3862943611198906,Parliamentary,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,Italy,621.0,0.0,1.0,0.0,7.0,7.0,0.0,0.0,1.0,0.5270000076293946,0.3170000076293945,0.5925925970077515,0.4452238976955414,0.7593441605567932,0.5562877655029297,47.0,5.0,0.4000000059604645,20.0,1.0,7,0
14876,Indonesia,Asia,1,0,0,0,1,0,0,0,4.605170185988092,0.0,2.0794415416798357,Assembly-Elected President,27.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,Indonesia,344.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.6809999847412109,0.17,0.8168604373931885,1.0,0.30007117986679077,0.0,27.0,1.0,0.0,27.0,19.0,3,0
533,Guatemala,Central America,0,0,0,1,0,0,0,0,6.907755278982137,0.0,0.6931471805599453,Assembly-Elected President,1.0,1.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,Guatemala,142.0,0.0,1.0,0.0,7.0,7.0,0.0,0.0,0.0,0.5779999923706055,0.19,0.6126760840415955,0.3684766888618469,0.8555189371109009,0.6388666033744812,9.0,3.0,0.5,3.0,1.0,3,0
3264,Ireland,Europe,0,0,0,0,0,1,0,0,5.991464547107982,0.0,3.4657359027997265,Parliamentary,2.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,Ireland,166.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.5841999816894531,0.4157999801635742,0.608433723449707,0.5600431561470032,0.7186564803123474,0.44435644149780273,64.0,5.0,0.0,7.0,2.0,7,0
8327,Ghana,Africa,0,1,0,0,0,0,0,0,4.605170185988092,0.0,0.0,Presidential,13.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,Ghana,200.0,0.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8947499990463257,0.10577888786792755,0.10577888786792755,2.0,1.0,0.0,13.0,2.0,2,0
3265,Ireland,Europe,0,0,0,0,1,0,0,0,9.210340371976184,0.0,3.4965075614664802,Parliamentary,2.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,Ireland,166.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.5841999816894531,0.4157999801635742,0.608433723449707,0.5600431561470032,0.7186564803123474,0.44435644149780273,64.0,5.0,0.0,7.0,2.0,7,0
2730,United Kingdom,Europe,1,0,0,0,1,0,0,0,6.907755278982137,0.0,2.3978952727983707,Parliamentary,4.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,United Kingdom,653.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,0.41900001525878905,0.5579999923706055,0.5145482420921326,1.0,0.5622438192367554,0.0,64.0,4.0,0.0,15.0,4.0,7,0
12,Canada,North America,0,0,0,0,0,1,0,0,8.699514748210191,0.0,0.6931471805599453,Parliamentary,1.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,Canada,295.0,0.0,0.0,0.0,7.0,7.0,3.0,0.0,0.0,0.4122999954223633,0.5512000274658203,0.6000000238418579,1.0,0.5763922333717346,0.0,64.0,4.0,0.6666666865348816,1.0,1.0,7,0
1468,Suriname,South America,1,0,0,0,0,1,0,0,8.294049640102028,1.791759469228055,0.0,Parliamentary,3.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,Suriname,51.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.5882353186607361,0.30888888239860535,0.8227450251579285,0.7149425745010376,3.0,4.0,0.0,4.0,3.0,5,0
7846,Niger,Africa,0,0,0,0,1,0,0,0,8.517193191416238,0.0,2.302585092994046,Presidential,1.0,1.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,Niger,83.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.6385542154312134,0.2947668135166168,0.7583015561103821,0.7187953591346741,1.0,3.0,1.0,1.0,1.0,7,0
2297,Chile,South America,0,1,0,0,0,0,0,0,3.912023005428146,0.0,2.1972245773362196,Presidential,1.0,1.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,Chile,120.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.5833333134651184,0.38734692335128784,0.8002800345420837,0.6215320825576782,5.0,4.0,0.3333333432674408,5.0,1.0,7,0
1174,Venezuela,South America,0,1,0,0,0,0,0,0,3.912023005428146,0.0,2.302585092994046,Presidential,1.0,1.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,Venezuela,199.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.2512562870979309,1.0,0.7502157688140869,1.1102230246251565e-16,36.0,5.0,0.5,1.0,1.0,6,0
1175,Venezuela,South America,0,1,0,0,0,0,0,0,3.912023005428146,0.0,2.3978952727983707,Presidential,1.0,1.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,Venezuela,199.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.2512562870979309,1.0,0.7502157688140869,1.1102230246251565e-16,36.0,5.0,0.5,1.0,1.0,6,0
13226,India,Asia,0,0,0,0,1,0,0,0,10.819778284410283,0.0,1.6094379124341003,Parliamentary,3.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,India,544.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.5128676295280457,0.910586953163147,0.6832394003868103,0.08973466604948044,45.0,5.0,0.1666666716337204,3.0,2.0,5,0
7847,Niger,Africa,0,0,0,0,1,0,0,0,4.605170185988092,0.0,2.3978952727983707,Presidential,1.0,1.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,Niger,83.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.6385542154312134,0.2947668135166168,0.7583015561103821,0.7187953591346741,1.0,3.0,1.0,1.0,1.0,7,0
1469,Suriname,South America,0,0,0,0,1,0,0,0,4.31748811353631,1.6094379124341003,0.6931471805599453,Parliamentary,3.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,Suriname,51.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.5882353186607361,0.30888888239860535,0.8227450251579285,0.7149425745010376,3.0,4.0,0.0,4.0,3.0,5,0
4263,Spain,Europe,1,1,0,0,0,0,0,0,3.912023005428146,0.0,0.6931471805599453,Parliamentary,12.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,Spain,350.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,0.3668000030517578,0.5477999877929688,0.45428571105003357,1.0,0.6278579831123352,0.0,17.0,5.0,0.0,12.0,8.0,7,0
13638,Bangladesh,Asia,0,0,0,0,0,0,1,0,9.210340371976184,0.0,2.4849066497880004,Parliamentary,3.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,Bangladesh,294.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.4693877696990967,1.0,0.6795408129692078,0.0,3.0,4.0,0.0,3.0,3.0,5,0
9606,Mozambique,Africa,1,1,0,0,1,0,0,0,6.3080984415095305,0.6931471805599453,1.791759469228055,Assembly-Elected President,8.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,Mozambique,250.0,0.0,1.0,1.0,4.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,1.1102230246251565e-16,1.1102230246251565e-16,8.0,1.0,0.0,8.0,8.0,4,0
2731,United Kingdom,Europe,0,0,0,0,1,0,0,0,6.214608098422191,1.0986122886681098,2.4849066497880004,Parliamentary,4.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,United Kingdom,653.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,0.41900001525878905,0.5579999923706055,0.5145482420921326,1.0,0.5622438192367554,0.0,64.0,4.0,0.0,15.0,4.0,7,0
1470,Suriname,South America,0,0,0,0,0,1,0,0,5.521460917862246,0.0,1.0986122886681098,Parliamentary,3.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,Suriname,51.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.5882353186607361,0.30888888239860535,0.8227450251579285,0.7149425745010376,3.0,4.0,0.0,4.0,3.0,5,0
284,Dominican Republic,North America,1,0,0,0,1,0,0,0,3.912023005428146,0.0,0.6931471805599453,Presidential,8.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,Dominican Republic,88.0,0.0,1.0,1.0,7.0,6.5,0.0,0.0,0.0,0.0,0.0,0.47727271914482117,0.9081632494926453,0.5488505363464355,0.09407665580511093,29.0,7.0,0.0,8.0,4.0,5,0
398,Mexico,North America,1,0,0,0,1,0,0,0,9.210340371976184,0.0,2.3978952727983707,Presidential,6.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,Mexico,500.0,0.0,1.0,1.0,7.0,7.0,0.0,0.0,0.0,0.5031000137329101,0.17959999084472655,0.5199999809265137,1.0,0.6127374768257141,0.0,55.0,2.0,0.0,17.0,6.0,4,0
7960,Cote D'Ivoire,Africa,0,0,0,0,1,0,0,0,4.30406509320417,0.0,0.0,Presidential,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,Cote D'Ivoire,175.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.9314285516738892,1.0,0.13044334948062897,0.0,4.0,2.0,0.3333333432674408,4.0,1.0,3,0
8836,Congo-Brazzaville,Africa,1,1,0,0,0,0,0,0,3.912023005428146,0.0,0.0,Presidential,2.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,Congo-Brazzaville,125.0,0.0,0.0,0.0,7.0,6.5,0.0,0.0,0.0,0.0,0.0,0.5199999809265137,0.5382840633392334,0.7891581058502197,0.46893030405044556,1.0,4.0,0.0,2.0,1.0,5,0
2732,United Kingdom,Europe,0,0,0,0,1,0,0,0,3.912023005428146,0.0,2.5649493574615367,Parliamentary,4.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,United Kingdom,653.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,0.41900001525878905,0.5579999923706055,0.5145482420921326,1.0,0.5622438192367554,0.0,64.0,4.0,0.0,15.0,4.0,7,0
13639,Bangladesh,Asia,0,0,0,0,0,0,1,0,8.517193191416238,0.6931471805599453,2.5649493574615367,Parliamentary,3.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,Bangladesh,294.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.4693877696990967,1.0,0.6795408129692078,0.0,3.0,4.0,0.0,3.0,3.0,5,0
7848,Niger,Africa,0,1,0,0,1,0,0,0,4.605170185988092,0.0,2.4849066497880004,Presidential,1.0,1.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,Niger,83.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.6385542154312134,0.2947668135166168,0.7583015561103821,0.7187953591346741,1.0,3.0,1.0,1.0,1.0,7,0
995,Colombia,South America,0,0,0,0,1,0,0,0,8.006367567650246,2.0794415416798357,1.0986122886681098,Presidential,4.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,Colombia,146.0,0.0,1.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.7739726305007935,0.6081134080886841,0.6322153806686401,0.39538559317588806,21.0,2.0,0.0,19.0,4.0,6,1
399,Mexico,North America,0,0,0,0,1,0,0,0,8.987196820661973,0.0,2.4849066497880004,Presidential,6.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,Mexico,500.0,0.0,1.0,1.0,7.0,7.0,0.0,0.0,0.0,0.5031000137329101,0.17959999084472655,0.5199999809265137,1.0,0.6127374768257141,0.0,55.0,2.0,0.0,17.0,6.0,4,0
12683,Taiwan,Asia,0,1,0,0,0,0,0,0,8.006367567650246,0.0,1.791759469228055,Assembly-Elected President,6.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,Taiwan,161.0,0.0,0.0,0.0,7.0,3.0,1.0,1.0,0.0,0.6166999816894532,0.3609000015258789,0.5962733030319214,1.0,0.5508540272712708,0.0,6.0,1.0,0.0,6.0,2.0,5,0
996,Colombia,South America,0,0,0,0,1,0,0,0,6.907755278982137,0.0,1.3862943611198906,Presidential,4.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,Colombia,146.0,0.0,1.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.7739726305007935,0.6081134080886841,0.6322153806686401,0.39538559317588806,21.0,2.0,0.0,19.0,4.0,6,1
8837,Congo-Brazzaville,Africa,0,1,0,0,0,0,0,0,3.912023005428146,0.0,0.6931471805599453,Presidential,2.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,Congo-Brazzaville,125.0,0.0,0.0,0.0,7.0,6.5,0.0,0.0,0.0,0.0,0.0,0.5199999809265137,0.5382840633392334,0.7891581058502197,0.46893030405044556,1.0,4.0,0.0,2.0,1.0,5,0
6627,Russia,Europe,0,0,0,0,1,0,0,0,3.912023005428146,0.0,1.3862943611198906,Presidential,3.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,0.0,Russia,304.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,0.055,0.43040000915527343,0.375,0.40997228026390076,0.8568264245986938,0.5952491760253906,3.0,5.0,0.0,3.0,1.0,3,0
1471,Suriname,South America,0,0,0,0,1,0,0,0,6.907755278982137,0.0,1.3862943611198906,Parliamentary,3.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,Suriname,51.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.5882353186607361,0.30888888239860535,0.8227450251579285,0.7149425745010376,3.0,4.0,0.0,4.0,3.0,5,0
2584,Uruguay,South America,0,0,0,0,1,0,0,0,3.912023005428146,0.0,1.6094379124341003,Presidential,5.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,Uruguay,99.0,0.0,1.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.6969696879386902,0.5085065960884094,0.706864595413208,0.49872124195098877,10.0,4.0,0.0,5.0,5.0,7,0
1861,Brazil,South America,0,0,0,0,1,0,0,0,9.210340371976184,0.0,0.6931471805599453,Presidential,2.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,Brazil,488.0,0.0,0.0,1.0,7.0,7.0,0.0,0.0,0.0,0.47299999237060547,0.5275,0.5737704634666443,0.29436224699020386,0.8817067742347717,0.7081669569015503,9.0,4.0,0.0,9.0,2.0,6,0
6628,Russia,Europe,0,0,0,0,1,0,0,0,11.512925464970229,0.0,1.6094379124341003,Presidential,3.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,0.0,Russia,304.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,0.055,0.43040000915527343,0.375,0.40997228026390076,0.8568264245986938,0.5952491760253906,3.0,5.0,0.0,3.0,1.0,3,0
997,Colombia,South America,0,0,0,0,1,0,0,0,8.517193191416238,3.044522437723423,1.6094379124341003,Presidential,4.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,Colombia,146.0,0.0,1.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.7739726305007935,0.6081134080886841,0.6322153806686401,0.39538559317588806,21.0,2.0,0.0,19.0,4.0,6,1
13640,Bangladesh,Asia,1,0,0,0,0,0,1,0,4.605170185988092,1.0986122886681098,0.0,Parliamentary,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,Bangladesh,294.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.4693877696990967,1.0,0.6795408129692078,0.0,4.0,4.0,0.0,4.0,4.0,5,0
9773,Zimbabwe,Africa,0,0,0,0,0,0,0,1,6.3080984415095305,0.0,0.0,Presidential,8.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,Zimbabwe,119.0,0.0,1.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.9747899174690247,1.0,0.049850448966026306,0.0,15.0,2.0,0.0,15.0,8.0,3,0
1537,Ecuador,South America,0,0,0,0,0,1,0,0,3.912023005428146,0.0,0.0,Presidential,3.0,1.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,Ecuador,77.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.5194805264472961,0.5037500262260437,0.8425964713096619,0.5089743733406067,16.0,3.0,0.0,3.0,1.0,7,0
1538,Ecuador,South America,0,0,0,1,0,0,0,0,4.605170185988092,0.6931471805599453,0.6931471805599453,Presidential,3.0,1.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,Ecuador,77.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.5194805264472961,0.5037500262260437,0.8425964713096619,0.5089743733406067,16.0,3.0,0.0,3.0,1.0,7,0
2733,United Kingdom,Europe,1,0,0,0,1,0,0,0,4.605170185988092,0.0,0.0,Parliamentary,5.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,United Kingdom,653.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,0.41900001525878905,0.5579999923706055,0.5130168199539185,1.0,0.5625444650650024,0.0,65.0,4.0,0.0,16.0,5.0,7,0
400,Mexico,North America,0,0,0,0,1,0,0,0,4.605170185988092,0.0,0.0,Presidential,1.0,1.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,Mexico,500.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,0.48619998931884767,0.4275,0.6000000238418579,1.0,0.5639198422431946,0.0,56.0,2.0,1.0,18.0,1.0,4,0
401,Mexico,North America,0,0,0,0,0,1,0,0,4.605170185988092,0.0,0.6931471805599453,Presidential,1.0,1.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,Mexico,500.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,0.48619998931884767,0.4275,0.6000000238418579,1.0,0.5639198422431946,0.0,56.0,2.0,1.0,18.0,1.0,4,0
402,Mexico,North America,0,0,0,0,1,0,0,0,10.308952660644293,0.0,1.0986122886681098,Presidential,1.0,1.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,Mexico,500.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,0.48619998931884767,0.4275,0.6000000238418579,1.0,0.5639198422431946,0.0,56.0,2.0,1.0,18.0,1.0,4,0
1176,Venezuela,South America,1,0,0,0,1,0,0,0,3.912023005428146,0.0,0.0,Presidential,2.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,Venezuela,199.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.2512562870979309,1.0,0.7502157688140869,1.1102230246251565e-16,37.0,5.0,0.0,2.0,2.0,6,0
403,Mexico,North America,0,0,0,0,1,0,0,0,4.605170185988092,1.0986122886681098,1.3862943611198906,Presidential,1.0,1.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,Mexico,500.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,0.48619998931884767,0.4275,0.6000000238418579,1.0,0.5639198422431946,0.0,56.0,2.0,1.0,18.0,1.0,4,0
7750,Mauritania,Africa,1,0,0,0,0,1,0,0,6.3080984415095305,2.0794415416798357,0.0,Presidential,11.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,Mauritania,79.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.8481012582778931,1.0,0.28237584233283997,0.0,3.0,4.0,0.0,11.0,3.0,3,0
752,El Salvador,Central America,1,0,0,0,1,0,0,0,4.605170185988092,0.6931471805599453,0.0,Presidential,1.0,1.0,4.0,5.0,0.0,0.0,0.0,1.0,0.0,El Salvador,84.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.45,0.38,0.4642857015132904,1.0,0.6815835237503052,0.0,11.0,4.0,0.6666666865348816,7.0,1.0,5,0
11667,Yemen,MENA,0,0,0,0,1,0,0,0,3.912023005428146,0.0,0.0,Assembly-Elected President,17.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,Yemen,301.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.6146179437637329,0.5543608665466309,0.7521461844444275,0.44806110858917236,2.0,3.0,0.0,17.0,2.0,2,0
753,El Salvador,Central America,1,1,0,0,0,0,0,0,5.634789603169249,0.0,0.6931471805599453,Presidential,1.0,1.0,4.0,5.0,0.0,0.0,0.0,1.0,0.0,El Salvador,84.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.45,0.38,0.4642857015132904,1.0,0.6815835237503052,0.0,11.0,4.0,0.6666666865348816,7.0,1.0,5,0
3825,France,Europe,0,1,0,0,1,0,0,0,11.407564949312402,0.0,0.0,Parliamentary,2.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,France,577.0,0.0,0.0,1.0,7.0,7.0,0.0,0.0,1.0,0.5411000061035156,0.3984000015258789,0.7972270250320435,0.5027315616607666,0.6694468855857849,0.4983518123626709,65.0,5.0,0.0,2.0,2.0,7,0
6144,Bulgaria,Europe,0,0,1,0,1,0,0,0,4.605170185988092,0.6931471805599453,0.0,Assembly-Elected President,5.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,Bulgaria,240.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.435,0.4090999984741211,0.5208333134651184,1.0,0.6362622380256653,0.0,5.0,3.0,0.0,5.0,1.0,7,0
2092,Bolivia,South America,0,1,0,0,0,0,0,0,3.912023005428146,0.0,0.0,Presidential,2.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,Bolivia,130.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.52,0.35380001068115235,0.607692301273346,0.5052074790000916,0.7364341020584106,0.5011360049247742,10.0,4.0,0.0,2.0,2.0,7,0
2093,Bolivia,South America,1,1,0,0,0,0,0,0,3.912023005428146,0.0,0.6931471805599453,Presidential,2.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,Bolivia,130.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.52,0.35380001068115235,0.607692301273346,0.5052074790000916,0.7364341020584106,0.5011360049247742,10.0,4.0,0.0,2.0,2.0,7,0
3826,France,Europe,0,1,0,0,1,0,0,0,3.912023005428146,0.0,0.6931471805599453,Parliamentary,2.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,France,577.0,0.0,0.0,1.0,7.0,7.0,0.0,0.0,1.0,0.5411000061035156,0.3984000015258789,0.7972270250320435,0.5027315616607666,0.6694468855857849,0.4983518123626709,65.0,5.0,0.0,2.0,2.0,7,0
404,Mexico,North America,0,0,0,0,1,0,0,0,11.512925464970229,0.0,1.6094379124341003,Presidential,1.0,1.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,Mexico,500.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,0.48619998931884767,0.4275,0.6000000238418579,1.0,0.5639198422431946,0.0,56.0,2.0,1.0,18.0,1.0,4,0
754,El Salvador,Central America,1,0,0,0,1,0,0,0,6.396929655216146,0.0,1.0986122886681098,Presidential,1.0,1.0,4.0,5.0,0.0,0.0,0.0,1.0,0.0,El Salvador,84.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.45,0.38,0.4642857015132904,1.0,0.6815835237503052,0.0,11.0,4.0,0.6666666865348816,7.0,1.0,5,0
