,country,region,protesterviolence,demand_labor-wage-dispute,demand_land-farm-issue,demand_police-brutality,demand_political-behavior/process,demand_price-increases/tax-policy,demand_removal-of-politician,demand_social-restrictions,participants_log,duration_days_log,protestnumber_log,system,yrsoffc,finittrm,yrcurnt,termlimit,reelect,multpl,military,defmin,execnat,execrel,totalseats,oppmajh,legelec,exelec,liec,eiec,gq,gqi,auton,numvote,oppvote,maj,herfgov,frac,govfrac,tensys_strict,checks,stabs_strict,tenlong_strict,tenshort_strict,xconst,target
4249,Spain,Europe,0,0,1,0,1,0,0,0,5.0106352940962555,0.0,0.0,Parliamentary,8.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,Spain,348.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,0.39549999237060546,0.4583000183105469,0.5028735399246216,1.0,0.6498631238937378,0.0,13.0,4.0,0.0,8.0,4.0,7,0
2646,United Kingdom,Europe,1,0,0,0,1,1,0,0,8.536995818712418,0.0,2.8903717578961645,Parliamentary,11.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,United Kingdom,645.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.42200000762939455,0.5770000076293945,0.5813953280448914,1.0,0.5351653695106506,1.1102230246251565e-16,60.0,4.0,0.0,11.0,11.0,7,0
2647,United Kingdom,Europe,0,0,0,0,1,1,0,0,5.298317366548036,0.0,2.9444389791664403,Parliamentary,11.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,United Kingdom,645.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.42200000762939455,0.5770000076293945,0.5813953280448914,1.0,0.5351653695106506,1.1102230246251565e-16,60.0,4.0,0.0,11.0,11.0,7,0
2648,United Kingdom,Europe,1,0,0,0,1,1,0,0,7.600902459542082,0.0,2.995732273553991,Parliamentary,11.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,United Kingdom,645.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.42200000762939455,0.5770000076293945,0.5813953280448914,1.0,0.5351653695106506,1.1102230246251565e-16,60.0,4.0,0.0,11.0,11.0,7,0
4818,Germany East,Europe,0,0,0,0,1,0,0,0,6.907755278982137,0.0,1.3862943611198906,Presidential,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,Germany East,500.0,0.0,0.0,0.0,3.5,3.0,0.0,0.0,0.0,0.9993000030517578,0.0,1.0,1.0,1.1102230246251565e-16,1.1102230246251565e-16,1.0,1.0,1.0,1.0,1.0,0,1
2649,United Kingdom,Europe,1,0,0,0,1,1,0,0,7.6255950721324535,0.0,3.044522437723423,Parliamentary,11.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,United Kingdom,645.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.42200000762939455,0.5770000076293945,0.5813953280448914,1.0,0.5351653695106506,1.1102230246251565e-16,60.0,4.0,0.0,11.0,11.0,7,0
4948,Austria,Europe,0,0,0,0,1,0,0,0,5.703782474656201,0.0,0.0,Parliamentary,4.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,Austria,183.0,0.0,1.0,0.0,7.0,7.0,3.0,0.0,0.0,0.8441999816894531,0.14549999237060546,0.8579235076904297,0.500182569026947,0.6236714124679565,0.5030214190483093,36.0,5.0,0.0,16.0,4.0,7,0
12649,Taiwan,Asia,0,0,0,0,1,0,0,0,8.006367567650246,2.1972245773362196,1.0986122886681098,Assembly-Elected President,2.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,Taiwan,276.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.600999984741211,0.28200000762939453,0.8949275612831116,1.0,0.1939130425453186,0.0,2.0,1.0,0.0,2.0,2.0,3,0
12650,Taiwan,Asia,1,0,0,0,1,0,0,0,9.903487552536127,0.0,1.3862943611198906,Assembly-Elected President,2.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,Taiwan,276.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.600999984741211,0.28200000762939453,0.8949275612831116,1.0,0.1939130425453186,0.0,2.0,1.0,0.0,2.0,2.0,3,0
13147,Japan,Asia,0,0,0,0,0,1,0,0,6.684611727667927,0.0,0.0,Parliamentary,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,Japan,511.0,0.0,1.0,0.0,7.0,7.0,0.0,0.0,0.0,0.4941999816894531,0.48529998779296873,0.6046966910362244,1.0,0.5906322598457336,0.0,39.0,3.0,0.5,16.0,1.0,7,0
11101,Turkey,MENA,1,0,0,0,1,0,0,0,6.907755278982137,2.0794415416798357,0.0,Parliamentary,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,Turkey,450.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.3631000137329102,0.4387999725341797,0.648888885974884,1.0,0.514496386051178,0.0,6.0,2.0,0.5,7.0,1.0,6,0
2451,Argentina,South America,0,0,0,0,1,0,0,0,9.210340371976184,0.6931471805599453,1.791759469228055,Presidential,1.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,Argentina,252.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.44599998474121094,0.3840000152587891,0.5079365372657776,0.3468017578125,0.7142224907875061,0.6564960479736328,7.0,5.0,0.25,1.0,1.0,7,0
8710,Gabon,Africa,1,0,1,0,1,0,0,0,4.30406509320417,0.0,1.0986122886681098,Presidential,23.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,Gabon,120.0,0.0,1.0,0.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,23.0,1.0,0.0,23.0,23.0,2,1
7935,Cote D'Ivoire,Africa,0,1,0,0,0,0,0,0,4.605170185988092,0.0,1.6094379124341003,Presidential,30.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,Cote D'Ivoire,175.0,0.0,1.0,1.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,30.0,1.0,0.0,30.0,30.0,1,0
7936,Cote D'Ivoire,Africa,0,0,0,0,1,0,0,0,5.703782474656201,0.0,1.791759469228055,Presidential,30.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,Cote D'Ivoire,175.0,0.0,1.0,1.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,30.0,1.0,0.0,30.0,30.0,1,0
5034,Czech Republic,Europe,1,0,0,0,1,0,0,0,6.3080984415095305,0.6931471805599453,0.6931471805599453,Assembly-Elected President,21.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,Czech Republic,201.0,0.0,1.0,0.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,21.0,1.0,0.0,21.0,21.0,3,1
5035,Czech Republic,Europe,0,0,0,0,1,0,0,0,8.922658299524402,0.0,1.0986122886681098,Assembly-Elected President,21.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,Czech Republic,201.0,0.0,1.0,0.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,21.0,1.0,0.0,21.0,21.0,3,1
2650,United Kingdom,Europe,0,0,0,0,1,1,0,0,10.126631103850338,0.0,3.091042453358316,Parliamentary,11.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,United Kingdom,645.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.42200000762939455,0.5770000076293945,0.5813953280448914,1.0,0.5351653695106506,1.1102230246251565e-16,60.0,4.0,0.0,11.0,11.0,7,0
2651,United Kingdom,Europe,1,0,0,0,1,1,0,0,10.596634733096073,0.0,3.1354942159291497,Parliamentary,11.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,United Kingdom,645.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.42200000762939455,0.5770000076293945,0.5813953280448914,1.0,0.5351653695106506,1.1102230246251565e-16,60.0,4.0,0.0,11.0,11.0,7,0
2652,United Kingdom,Europe,1,0,0,0,1,0,0,0,6.907755278982137,1.0986122886681098,3.1780538303479458,Parliamentary,11.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,United Kingdom,645.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.42200000762939455,0.5770000076293945,0.5813953280448914,1.0,0.5351653695106506,1.1102230246251565e-16,60.0,4.0,0.0,11.0,11.0,7,0
2275,Chile,South America,1,0,0,0,1,0,0,0,4.605170185988092,0.0,0.0,Presidential,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,Chile,120.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.5658000183105468,0.34819999694824216,0.6000000238418579,0.3529128134250641,0.8123599290847778,0.6562011241912842,1.0,4.0,1.0,1.0,1.0,7,0
7937,Cote D'Ivoire,Africa,0,0,0,0,0,0,1,0,4.605170185988092,0.0,1.9459101490553132,Presidential,30.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,Cote D'Ivoire,175.0,0.0,1.0,1.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,30.0,1.0,0.0,30.0,30.0,1,0
4819,Germany East,Europe,0,0,0,0,1,0,0,0,9.210340371976184,0.0,1.6094379124341003,Presidential,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,Germany East,500.0,0.0,0.0,0.0,3.5,3.0,0.0,0.0,0.0,0.9993000030517578,0.0,1.0,1.0,1.1102230246251565e-16,1.1102230246251565e-16,1.0,1.0,1.0,1.0,1.0,0,1
375,Mexico,North America,0,0,0,0,1,0,0,0,5.298317366548036,0.0,1.0986122886681098,Presidential,2.0,1.0,4.0,5.0,0.0,0.0,0.0,1.0,0.0,Mexico,500.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.5031000137329101,0.17959999084472655,0.5199999809265137,1.0,0.6127374768257141,0.0,51.0,2.0,0.0,13.0,2.0,3,0
12280,China,Asia,1,0,0,0,1,0,0,0,3.912023005428146,1.6094379124341003,0.6931471805599453,Assembly-Elected President,1.0,1.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,China,2978.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0
973,Colombia,South America,0,0,0,0,1,0,0,0,8.006367567650246,0.0,1.0986122886681098,Presidential,4.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,Colombia,199.0,0.0,1.0,1.0,7.0,7.0,0.0,0.0,0.0,0.4779999923706055,0.4576000213623047,0.5025125741958618,1.0,0.5768235325813293,0.0,17.0,2.0,0.0,15.0,4.0,6,0
1514,Ecuador,South America,1,0,0,0,1,0,0,0,3.912023005428146,0.0,0.0,Presidential,2.0,1.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,Ecuador,71.0,0.0,1.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.6619718074798584,0.3758865296840668,0.8268276453018188,0.6376811861991882,11.0,3.0,0.0,2.0,2.0,7,0
10741,Algeria,MENA,0,0,0,0,1,0,0,0,9.210340371976184,0.0,0.0,Presidential,12.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,Algeria,291.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,12.0,1.0,0.0,12.0,1.0,3,0
12806,Korea,Asia,1,0,0,0,1,0,0,0,5.298317366548036,0.6931471805599453,1.6094379124341003,Presidential,3.0,1.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,Korea,299.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,0.3395999908447266,0.6604000091552734,0.41806021332740784,1.0,0.7200735807418823,0.0,9.0,4.0,0.0,9.0,3.0,6,0
12807,Korea,Asia,1,1,0,0,0,0,0,0,7.600902459542082,2.6390573296152584,1.791759469228055,Presidential,3.0,1.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,Korea,299.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,0.3395999908447266,0.6604000091552734,0.41806021332740784,1.0,0.7200735807418823,0.0,9.0,4.0,0.0,9.0,3.0,6,0
9759,Zimbabwe,Africa,0,1,0,0,0,0,0,0,6.214608098422191,0.0,0.6931471805599453,Presidential,3.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,Zimbabwe,100.0,0.0,1.0,0.0,7.0,7.0,0.0,0.0,0.0,0.7593000030517578,0.178700008392334,0.6399999856948853,1.0,0.5490909218788147,0.0,10.0,4.0,0.0,10.0,3.0,3,0
12808,Korea,Asia,1,0,0,1,0,0,0,0,7.600902459542082,0.0,1.9459101490553132,Presidential,3.0,1.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,Korea,299.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,0.3395999908447266,0.6604000091552734,0.41806021332740784,1.0,0.7200735807418823,0.0,9.0,4.0,0.0,9.0,3.0,6,0
12809,Korea,Asia,1,0,0,1,0,0,0,0,5.799092654460526,0.6931471805599453,2.0794415416798357,Presidential,3.0,1.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,Korea,299.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,0.3395999908447266,0.6604000091552734,0.41806021332740784,1.0,0.7200735807418823,0.0,9.0,4.0,0.0,9.0,3.0,6,0
2065,Bolivia,South America,0,0,0,0,1,0,0,0,3.912023005428146,0.0,0.0,Presidential,1.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,Bolivia,147.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.4216999816894531,0.41139999389648435,0.4829931855201721,0.5024796724319458,0.8031497001647949,0.5046277642250061,5.0,6.0,0.3333333432674408,1.0,1.0,7,0
4813,Germany,Europe,1,0,0,0,1,0,0,0,3.912023005428146,0.0,0.0,Parliamentary,8.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,Germany,497.0,0.0,1.0,0.0,7.0,7.0,3.0,0.0,0.0,0.534000015258789,0.45299999237060545,0.5412474870681763,0.4808253049850464,0.7133769989013672,0.5211119055747986,42.0,5.0,0.0,9.0,8.0,7,1
4820,Germany East,Europe,0,0,0,0,1,0,0,0,9.210340371976184,0.0,1.791759469228055,Presidential,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,Germany East,500.0,0.0,0.0,0.0,3.5,3.0,0.0,0.0,0.0,0.9993000030517578,0.0,1.0,1.0,1.1102230246251565e-16,1.1102230246251565e-16,1.0,1.0,1.0,1.0,1.0,0,1
13209,India,Asia,0,0,0,0,1,0,0,0,11.512925464970229,0.0,1.6094379124341003,Parliamentary,1.0,1.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,India,525.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.3036999893188477,0.6057999801635742,0.5390475988388062,0.3706439137458801,0.7529135346412659,0.6315878629684448,41.0,6.0,0.6666666865348816,1.0,1.0,5,0
12810,Korea,Asia,1,0,0,1,0,0,0,0,12.206072645530174,0.0,2.1972245773362196,Presidential,3.0,1.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,Korea,299.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,0.3395999908447266,0.6604000091552734,0.41806021332740784,1.0,0.7200735807418823,0.0,9.0,4.0,0.0,9.0,3.0,6,0
4250,Spain,Europe,0,1,0,0,1,0,0,0,3.912023005428146,0.0,0.6931471805599453,Parliamentary,8.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,Spain,348.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,0.39549999237060546,0.4583000183105469,0.5028735399246216,1.0,0.6498631238937378,0.0,13.0,4.0,0.0,8.0,4.0,7,0
12651,Taiwan,Asia,0,0,0,0,1,0,0,0,6.907755278982137,0.0,1.6094379124341003,Assembly-Elected President,2.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,Taiwan,276.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.600999984741211,0.28200000762939453,0.8949275612831116,1.0,0.1939130425453186,0.0,2.0,1.0,0.0,2.0,2.0,3,0
12811,Korea,Asia,1,0,0,0,1,0,0,0,8.699514748210191,1.3862943611198906,2.302585092994046,Presidential,3.0,1.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,Korea,299.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,0.3395999908447266,0.6604000091552734,0.41806021332740784,1.0,0.7200735807418823,0.0,9.0,4.0,0.0,9.0,3.0,6,0
10742,Algeria,MENA,0,0,0,0,1,0,0,0,10.46310334047155,0.0,0.6931471805599453,Presidential,12.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,Algeria,291.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,12.0,1.0,0.0,12.0,1.0,3,0
4821,Germany East,Europe,0,0,0,0,1,0,0,0,9.210340371976184,0.0,1.9459101490553132,Presidential,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,Germany East,500.0,0.0,0.0,0.0,3.5,3.0,0.0,0.0,0.0,0.9993000030517578,0.0,1.0,1.0,1.1102230246251565e-16,1.1102230246251565e-16,1.0,1.0,1.0,1.0,1.0,0,1
4814,Germany,Europe,0,0,0,0,1,0,0,0,8.517193191416238,0.0,0.6931471805599453,Parliamentary,8.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,Germany,497.0,0.0,1.0,0.0,7.0,7.0,3.0,0.0,0.0,0.534000015258789,0.45299999237060545,0.5412474870681763,0.4808253049850464,0.7133769989013672,0.5211119055747986,42.0,5.0,0.0,9.0,8.0,7,1
5657,Greece,Europe,1,0,0,0,1,0,0,0,5.298317366548036,0.0,0.6931471805599453,Parliamentary,1.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,Greece,304.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,0.0,0.0,0.5328947305679321,1.0,0.5414061546325684,1.1102230246251565e-16,16.0,3.0,0.5,9.0,1.0,7,0
10497,Madagascar,Africa,1,0,0,0,1,0,0,0,5.703782474656201,0.0,0.0,Presidential,15.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,Madagascar,141.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,0.7815999603271484,0.15260000228881837,0.9290780425071716,0.8301963806152344,0.2824721336364746,0.17110981047153473,8.0,3.0,0.0,15.0,7.0,3,0
1841,Brazil,South America,0,0,0,0,1,0,0,0,8.006367567650246,0.0,0.0,Presidential,1.0,1.0,4.0,5.0,0.0,0.0,0.0,1.0,0.0,Brazil,487.0,0.0,1.0,0.0,7.0,7.0,0.0,0.0,0.0,0.6580000305175782,0.34099998474121096,0.767967164516449,0.5741227865219116,0.6525098085403442,0.4270189702510834,5.0,4.0,0.25,5.0,1.0,6,0
7938,Cote D'Ivoire,Africa,0,1,0,0,0,0,0,0,6.3080984415095305,0.0,2.0794415416798357,Presidential,30.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,Cote D'Ivoire,175.0,0.0,1.0,1.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,30.0,1.0,0.0,30.0,30.0,1,0
7939,Cote D'Ivoire,Africa,0,1,0,0,0,0,0,0,6.907755278982137,0.0,2.1972245773362196,Presidential,30.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,Cote D'Ivoire,175.0,0.0,1.0,1.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,30.0,1.0,0.0,30.0,30.0,1,0
2653,United Kingdom,Europe,0,0,0,0,1,0,1,0,5.298317366548036,0.0,3.2188758248682006,Parliamentary,11.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,United Kingdom,645.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.42200000762939455,0.5770000076293945,0.5813953280448914,1.0,0.5351653695106506,1.1102230246251565e-16,60.0,4.0,0.0,11.0,11.0,7,0
12812,Korea,Asia,1,0,0,1,0,0,0,0,11.827736204810263,1.0986122886681098,2.3978952727983707,Presidential,3.0,1.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,Korea,299.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,0.3395999908447266,0.6604000091552734,0.41806021332740784,1.0,0.7200735807418823,0.0,9.0,4.0,0.0,9.0,3.0,6,0
7940,Cote D'Ivoire,Africa,1,1,0,0,0,0,0,0,3.912023005428146,0.0,2.302585092994046,Presidential,30.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,Cote D'Ivoire,175.0,0.0,1.0,1.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,30.0,1.0,0.0,30.0,30.0,1,0
12652,Taiwan,Asia,1,0,0,0,0,0,1,0,6.907755278982137,0.0,1.791759469228055,Assembly-Elected President,2.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,Taiwan,276.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.600999984741211,0.28200000762939453,0.8949275612831116,1.0,0.1939130425453186,0.0,2.0,1.0,0.0,2.0,2.0,3,0
7941,Cote D'Ivoire,Africa,0,1,0,0,0,0,0,0,6.3080984415095305,0.0,2.3978952727983707,Presidential,30.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,Cote D'Ivoire,175.0,0.0,1.0,1.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,30.0,1.0,0.0,30.0,30.0,1,0
12813,Korea,Asia,1,0,0,0,1,0,0,0,6.684611727667927,0.0,2.4849066497880004,Presidential,3.0,1.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,Korea,299.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,0.3395999908447266,0.6604000091552734,0.41806021332740784,1.0,0.7200735807418823,0.0,9.0,4.0,0.0,9.0,3.0,6,0
8711,Gabon,Africa,1,0,0,0,1,0,0,0,7.312553498102598,1.3862943611198906,1.3862943611198906,Presidential,23.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,Gabon,120.0,0.0,1.0,0.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,23.0,1.0,0.0,23.0,23.0,0,0
1113,Venezuela,South America,1,0,0,0,0,1,0,0,3.912023005428146,0.0,1.3862943611198906,Presidential,2.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,Venezuela,201.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.4329999923706055,0.539000015258789,0.482587069272995,1.0,0.6482214331626892,0.0,32.0,5.0,0.0,7.0,2.0,6,0
7942,Cote D'Ivoire,Africa,1,1,0,0,0,0,0,0,3.912023005428146,0.0,2.4849066497880004,Presidential,30.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,Cote D'Ivoire,175.0,0.0,1.0,1.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,30.0,1.0,0.0,30.0,30.0,1,0
8484,Cameroon,Africa,0,0,0,0,1,0,0,0,9.903487552536127,0.0,0.0,Presidential,8.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,Cameroon,120.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.9686000061035156,0.0,1.0,1.0,0.0,0.0,8.0,1.0,0.0,8.0,8.0,2,0
8485,Cameroon,Africa,0,0,0,0,1,0,0,0,5.991464547107982,0.0,0.6931471805599453,Presidential,8.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,Cameroon,120.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.9686000061035156,0.0,1.0,1.0,0.0,0.0,8.0,1.0,0.0,8.0,8.0,2,0
8712,Gabon,Africa,0,0,0,0,0,0,1,0,6.3080984415095305,1.6094379124341003,1.6094379124341003,Presidential,23.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,Gabon,120.0,0.0,1.0,0.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,23.0,1.0,0.0,23.0,23.0,0,0
13436,Pakistan,Asia,1,0,0,0,0,0,0,1,9.210340371976184,0.0,1.0986122886681098,Parliamentary,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,Pakistan,205.0,0.0,1.0,0.0,7.0,7.0,0.0,0.0,1.0,0.3763000106811523,0.4919000244140625,0.4536585509777069,1.0,0.7173321843147278,0.0,2.0,5.0,0.0,2.0,2.0,7,0
8856,Congo Kinshasa,Africa,1,0,0,0,1,0,0,0,3.912023005428146,0.0,0.0,Presidential,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Congo Kinshasa,310.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,25.0,1.0,0.0,25.0,25.0,1,0
12653,Taiwan,Asia,1,0,0,0,0,0,1,0,6.907755278982137,0.0,1.9459101490553132,Assembly-Elected President,2.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,Taiwan,276.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.600999984741211,0.28200000762939453,0.8949275612831116,1.0,0.1939130425453186,0.0,2.0,1.0,0.0,2.0,2.0,3,0
2654,United Kingdom,Europe,0,0,0,0,1,0,0,0,5.703782474656201,0.0,3.258096538021482,Parliamentary,11.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,United Kingdom,645.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.42200000762939455,0.5770000076293945,0.5813953280448914,1.0,0.5351653695106506,1.1102230246251565e-16,60.0,4.0,0.0,11.0,11.0,7,0
7943,Cote D'Ivoire,Africa,1,1,0,0,0,0,0,0,3.912023005428146,0.0,2.5649493574615367,Presidential,30.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,Cote D'Ivoire,175.0,0.0,1.0,1.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,30.0,1.0,0.0,30.0,30.0,1,0
1114,Venezuela,South America,1,0,0,0,0,1,0,0,3.912023005428146,0.6931471805599453,1.6094379124341003,Presidential,2.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,Venezuela,201.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.4329999923706055,0.539000015258789,0.482587069272995,1.0,0.6482214331626892,0.0,32.0,5.0,0.0,7.0,2.0,6,0
1842,Brazil,South America,0,1,0,0,0,0,0,0,11.918390573078392,2.0794415416798357,0.6931471805599453,Presidential,1.0,1.0,4.0,5.0,0.0,0.0,0.0,1.0,0.0,Brazil,487.0,0.0,1.0,0.0,7.0,7.0,0.0,0.0,0.0,0.6580000305175782,0.34099998474121096,0.767967164516449,0.5741227865219116,0.6525098085403442,0.4270189702510834,5.0,4.0,0.25,5.0,1.0,6,0
