,year,y,country,aged_15plus_unemployment_rate_percent,at_least_basic_sanitation_overall_access_percent,arms_imports_us_inflation_adjusted,armed_forces_personnel_percent_of_labor_force,aged_15_64_labour_force_participation_rate_percent,exports_percent_of_gdp,investments_percent_of_gdp,infant_mortality_rate_per_1000_births,hdi_human_development_index,gdppercapita_us_inflation_adjusted,total_gdp_ppp_inflation_adjusted,total_gni_ppp_current_international,military_expenditure_percent_of_gdp,gdp_per_capita_yearly_growth
4590,2000-01-01,0.0,94,3.81,97.3162,2000000.0,1.72215,71.05,28.20462,28.77664,5.5,0.792,18795.03115,260000000000.0,191000000000.0,1.86236,3.428
4591,2001-01-01,0.0,94,3.83,97.47385,19000000.0,1.67967,71.78,27.43733,28.15749,5.2,0.798,19025.69569,265000000000.0,199000000000.0,1.91272,1.505
4592,2002-01-01,0.0,94,4.5,97.62872,24000000.0,1.65194,72.54,27.07336,25.90433,4.7,0.799,19067.65543,267000000000.0,209000000000.0,1.93856,0.3318
4593,2003-01-01,0.0,94,6.13,97.78137,29000000.0,1.69246,72.75,27.36719,23.11471,4.3,0.805,18819.44374,265000000000.0,216000000000.0,1.88522,-1.217
4594,2004-01-01,0.0,94,6.32,97.9318,70000000.0,1.66994,72.59,27.66705,23.82432,4.0,0.809,19110.32084,268000000000.0,222000000000.0,1.96592,1.088
4595,2005-01-01,0.0,94,7.58,98.07996,158000000.0,1.69263,73.24,27.08417,23.35861,3.7,0.813,19224.03465,270000000000.0,236000000000.0,2.0473,0.3187
4596,2006-01-01,0.0,94,7.65,98.22594,220000000.0,1.64832,73.71,30.3574,22.92567,3.5,0.811,19501.23301,274000000000.0,252000000000.0,1.94997,1.061
4597,2007-01-01,0.0,94,7.96,98.36971,60000000.0,1.64051,73.97,31.19418,23.09989,3.3,0.814,19950.8441,281000000000.0,264000000000.0,1.81806,2.08
4598,2008-01-01,0.0,94,7.55,98.51129,144000000.0,1.64084,74.03,31.26108,23.57949,3.3,0.817,19985.69833,281000000000.0,272000000000.0,1.83656,-0.1826
4599,2009-01-01,0.0,94,9.43,98.65066,370000000.0,1.65496,73.43,27.29374,20.84251,3.2,0.823,19343.28005,273000000000.0,270000000000.0,2.0308,-2.997
4600,2010-01-01,0.0,94,10.77,98.78788,893000000.0,1.64096,73.56,30.06931,21.126,3.1,0.829,19670.36107,278000000000.0,279000000000.0,1.98022,1.837
4601,2011-01-01,0.0,94,12.68,98.92295,167000000.0,1.65903,73.55,34.45486,18.59774,3.1,0.833,19365.18165,276000000000.0,278000000000.0,2.00265,-0.9434
4602,2012-01-01,0.0,94,15.53,99.05588,39000000.0,1.67191,73.38,37.77801,15.70195,3.1,0.836,18654.95753,269000000000.0,271000000000.0,1.91214,-2.783
4603,2013-01-01,0.0,94,16.18,99.18669,12000000.0,1.50494,73.05,39.6065,14.63212,3.1,0.84,18584.55405,265000000000.0,288000000000.0,2.08963,-1.446
4604,2014-01-01,0.0,94,13.89,99.3154,3000000.0,1.48893,73.3,40.21597,15.31662,3.0,0.847,18833.05183,265000000000.0,293000000000.0,1.79051,1.069
4605,2015-01-01,0.0,94,12.44,99.44207,1000000.0,1.41137,73.6,40.61512,15.85532,3.0,0.854,19250.10654,265000000000.0,299000000000.0,1.78797,1.353
4606,2016-01-01,0.0,94,11.07,99.5667,21000000.0,1.43332,73.97,40.21082,15.83252,3.0,0.855,19700.91,265000000000.0,318000000000.0,2.00412,1.607
4607,2017-01-01,0.0,94,8.87,99.60893,8000000.0,0.99179,74.91,42.72427,17.22672,3.0,0.858,20441.4858,265000000000.0,332000000000.0,1.68334,1.726
4608,2018-01-01,0.0,94,6.99,99.60731,20000000.0,0.99322,75.39,43.44572,18.29047,3.0,0.86,21057.61748,265000000000.0,350000000000.0,1.79597,1.766
4609,2019-01-01,0.0,94,6.46,99.60572,43000000.0,0.98339,75.77,43.50842,18.49256,3.0,0.864,21617.41162,265000000000.0,362000000000.0,1.83577,1.766
4610,2020-01-01,0.0,94,6.79,99.60415,47000000.0,0.98339,75.77,37.03222,18.75238,3.0,0.864,19771.57742,265000000000.0,346000000000.0,2.14056,1.766
4611,1970-01-01,0.0,95,5.69,70.37033,0.0,0.93518,72.01,14.91705,14.72751,58.0,0.598,1888.46042,9707000000.0,28761130748.0,3.31587,3.438
4612,1971-01-01,0.0,95,5.69,70.37033,1000000.0,0.93518,72.01,13.37537,14.56363,57.4,0.598,1945.0096,10110000000.0,28761130748.0,3.22523,1.6
4613,1972-01-01,0.0,95,5.69,70.37033,12000000.0,0.93518,72.01,13.76691,15.05691,56.8,0.598,2025.05938,10600000000.0,28761130748.0,3.84646,2.347
4614,1973-01-01,0.0,95,5.69,70.37033,0.0,0.93518,72.01,14.96369,19.0231,56.1,0.598,2122.06719,11360000000.0,28761130748.0,3.41744,4.716
4615,1974-01-01,0.0,95,5.69,70.37033,1000000.0,0.93518,72.01,15.50855,20.99252,55.3,0.598,2245.55257,12250000000.0,28761130748.0,2.56457,5.199
4616,1975-01-01,0.0,95,5.69,70.37033,20000000.0,0.93518,72.01,13.20895,24.09853,54.5,0.598,2341.47162,12990000000.0,28761130748.0,3.125,3.54
4617,1976-01-01,0.0,95,5.69,70.37033,3000000.0,0.93518,72.01,14.66023,24.6257,53.6,0.598,2455.55205,13890000000.0,28761130748.0,2.98996,4.269
4618,1977-01-01,0.0,95,5.69,70.37033,6000000.0,0.93518,72.01,19.45397,24.68476,52.6,0.598,2668.93136,15430000000.0,28761130748.0,2.88864,8.244
4619,1978-01-01,0.0,95,5.69,70.37033,9000000.0,0.93518,72.01,18.42024,27.19553,51.6,0.598,2912.99901,17180000000.0,28761130748.0,2.95853,8.535
4620,1979-01-01,0.0,95,5.69,70.37033,1000000.0,0.93518,72.01,16.05825,28.564,50.5,0.598,3172.35134,19180000000.0,28761130748.0,2.0264,8.63
4621,1980-01-01,0.0,95,4.11,70.37033,18000000.0,0.93518,72.01,13.84562,28.76285,49.4,0.598,3447.5792,22050000000.0,28761130748.0,2.18145,11.83
4622,1981-01-01,0.0,95,4.86,70.37033,5000000.0,0.93518,72.01,11.16244,28.82548,48.3,0.598,3658.75219,24020000000.0,28761130748.0,2.52786,5.874
4623,1982-01-01,0.0,95,5.61,70.37033,3000000.0,0.93518,72.01,12.13788,25.63172,47.0,0.598,3504.98045,23230000000.0,28761130748.0,3.8033,-6.09
4624,1983-01-01,0.0,95,8.25,70.37033,1000000.0,0.93518,72.01,9.25558,21.22673,45.7,0.598,3300.58642,22560000000.0,28761130748.0,3.64524,-5.717
4625,1984-01-01,0.0,95,7.33,70.37033,3000000.0,0.93518,72.01,18.37372,22.30124,44.4,0.598,3295.92167,23290000000.0,28761130748.0,3.50819,0.2224
4626,1985-01-01,0.0,95,5.13,70.37033,34000000.0,0.93518,72.01,27.08175,20.77351,43.2,0.598,3346.66904,24220000000.0,28761130748.0,3.75763,1.011
4627,1986-01-01,0.0,95,6.1,70.37033,4000000.0,0.93518,72.01,34.2863,22.90256,41.9,0.598,3413.5919,24180000000.0,28761130748.0,3.80407,-2.977
4628,1987-01-01,0.0,95,5.51,70.37033,9000000.0,0.93518,72.01,36.37415,22.44108,40.7,0.598,3569.89246,25220000000.0,28761130748.0,2.77319,1.401
4629,1988-01-01,0.0,95,4.72,70.37033,14000000.0,0.93518,72.01,48.38468,20.31824,39.4,0.598,3677.17361,26820000000.0,28761130748.0,3.19547,3.451
4630,1989-01-01,0.0,95,5.62,70.37033,10000000.0,0.93518,72.01,51.88011,18.84091,38.3,0.598,3826.3267,28340000000.0,28761130748.0,2.42576,2.841
4631,1990-01-01,0.0,95,5.8,70.37033,6000000.0,0.93518,72.01,52.22353,17.80891,37.1,0.598,3879.37065,29140000000.0,28761130748.0,2.13188,0.1573
4632,1991-01-01,0.0,95,5.1,70.37033,3000000.0,0.90867,72.18,50.84207,19.10888,35.9,0.604,3912.14331,29780000000.0,28761130748.0,2.82933,-0.3809
4633,1992-01-01,0.0,95,4.98,70.37033,1000000.0,0.88509,72.2,49.83401,18.49306,34.8,0.608,3879.45403,30190000000.0,28761130748.0,2.36889,-1.142
4634,1993-01-01,0.0,95,5.06,70.37033,1250000.0,0.85801,72.4,59.92031,19.66862,33.8,0.615,3972.21236,31280000000.0,28761130748.0,2.17855,1.101
4635,1994-01-01,0.0,95,4.41,70.37033,1500000.0,0.83105,72.62,60.82036,24.41357,32.8,0.62,4084.31114,32080000000.0,28761130748.0,2.04677,0.1486
4636,1995-01-01,0.0,95,3.4,70.37033,1750000.0,1.42036,72.58,61.77503,22.02083,31.8,0.625,4261.82856,33360000000.0,28761130748.0,2.28342,1.627
4637,1996-01-01,0.0,95,8.15,70.37033,2000000.0,1.70951,72.53,52.7405,22.12944,30.9,0.632,4230.76684,33630000000.0,31400563389.0,2.06379,-1.466
4638,1997-01-01,0.0,95,5.36,70.37033,2800000.0,1.65759,72.46,48.46975,22.91824,30.1,0.637,4312.79104,34320000000.0,32128067784.0,1.68568,-0.1721
4639,1998-01-01,0.0,95,4.42,70.37033,3600000.0,1.61627,72.37,54.63984,20.11207,29.3,0.641,4223.00027,33990000000.0,32582845828.0,1.54315,-3.06
4640,1999-01-01,0.0,95,5.34,70.37033,4400000.0,1.57875,72.29,42.79294,18.97058,28.5,0.644,4078.66746,33970000000.0,32516995606.0,1.38877,-2.159
4641,2000-01-01,0.0,95,7.61,70.37033,5200000.0,1.54381,72.21,43.33093,17.33924,27.7,0.643,3904.30236,33640000000.0,30967233340.0,1.24494,-3.009
4642,2001-01-01,0.0,95,6.21,71.68734,6000000.0,1.43878,72.14,40.64259,17.96778,26.9,0.652,3796.67781,34140000000.0,31995438320.0,1.07463,-0.567
4643,2002-01-01,0.0,95,9.39,72.97802,5333333.333333333,1.40242,72.05,47.47508,18.0997,26.1,0.662,3724.83556,33930000000.0,33426756818.0,0.97124,-2.612
4644,2003-01-01,0.0,95,6.81,74.17553,4666666.666666667,1.38646,70.92,47.14466,20.62702,25.3,0.66,3816.08658,35010000000.0,32956356642.0,0.82576,1.182
4645,2004-01-01,0.0,95,6.51,75.34832,4000000.0,0.9183,74.41,45.68782,20.06819,24.6,0.667,3903.30912,36230000000.0,35880636670.0,0.87763,1.503
4646,2005-01-01,0.0,95,4.82,76.51141,1000000.0,0.94688,73.14,47.59359,20.90318,23.8,0.67,3922.55853,37060000000.0,38015762930.0,0.72148,0.3619
4647,2006-01-01,0.0,95,5.28,77.66458,1400000.0,1.00727,71.39,46.29309,21.95038,23.1,0.67,4049.16252,38800000000.0,42443944784.0,0.79346,2.752
4648,2007-01-01,0.0,95,4.71,78.8079,1800000.0,0.95994,72.55,43.37493,21.32457,22.4,0.675,4208.04873,40840000000.0,48120789279.0,0.74144,3.355
4649,2008-01-01,0.0,95,4.42,79.94166,2200000.0,0.93377,72.49,42.43837,22.24829,21.7,0.684,4420.35043,43360000000.0,52830384890.0,0.68419,4.274
4650,2009-01-01,0.0,95,5.46,81.06569,2600000.0,0.8912,73.79,38.09725,18.91597,21.0,0.681,4349.67429,41550000000.0,52918311154.0,0.75395,-5.849
4651,2010-01-01,0.0,95,4.57,82.18003,3000000.0,0.89662,71.94,42.13984,23.83496,20.4,0.696,4767.2779,46890000000.0,59483070254.0,0.75115,10.88
4652,2011-01-01,0.0,95,4.67,83.28477,8000000.0,0.87593,72.31,40.23886,24.66157,19.8,0.701,4904.14691,48810000000.0,64187845691.0,0.84562,2.295
4653,2012-01-01,0.0,95,4.09,84.38014,7000000.0,0.81676,75.22,37.99552,21.26421,19.2,0.701,4803.0503,48200000000.0,61542405489.0,0.96418,-2.944
4654,2013-01-01,0.0,95,4.38,85.46081,0.0,0.81521,74.4,38.71367,22.01698,18.6,0.712,5130.45389,54450000000.0,69147858268.0,0.96206,11.05
4655,2014-01-01,0.0,95,5.03,86.53109,333333.3333333333,0.82072,72.72,35.46441,22.65881,18.1,0.715,5329.3698,54450000000.0,72859314822.0,0.98909,2.989
4656,2015-01-01,0.0,95,4.56,87.59313,666666.6666666666,0.80517,73.02,34.76581,21.87868,17.5,0.721,5413.77602,54450000000.0,73943220134.0,1.06885,2.694
4657,2016-01-01,0.0,95,5.25,88.64712,1000000.0,0.7669,73.85,37.16548,19.80617,17.5,0.722,5570.60535,54450000000.0,78345984498.0,0.95188,2.694
4658,2017-01-01,0.0,95,4.61,89.69286,1333333.3333333333,0.79676,73.78,38.44078,20.60004,17.5,0.726,5762.73264,54450000000.0,83600403145.0,0.89239,2.694
4659,2018-01-01,0.0,95,6.22,90.73173,1666666.6666666665,0.82069,75.49,36.94523,22.78208,17.5,0.727,5871.28131,54450000000.0,88310315407.0,0.95737,2.694
4660,2019-01-01,0.0,95,6.59,91.77643,2000000.0,0.80297,76.18,36.2,21.69583,17.5,0.728,5774.16616,54450000000.0,89862705284.0,0.96823,2.694
4661,2020-01-01,0.0,95,7.55,92.72079,2000000.0,0.80297,76.18,33.45384,20.15825,17.5,0.728,5670.75199,54450000000.0,90407482189.0,1.04213,2.694
4662,1970-01-01,0.0,96,8.26,74.67567,561000000.0,1.03371,72.86,16.72689,30.24828,57.2,0.708,4996.68783,212000000000.0,122000000000.0,2.20454,1.028
4663,1971-01-01,0.0,96,8.26,74.67567,474000000.0,1.03371,72.86,16.72689,30.24828,53.4,0.708,4996.68783,242000000000.0,122000000000.0,2.20454,12.9
4664,1972-01-01,0.0,96,8.26,74.67567,501000000.0,1.03371,72.86,16.72689,30.24828,50.1,0.708,4996.68783,258000000000.0,122000000000.0,2.20454,5.439
4665,1973-01-01,0.0,96,8.26,74.67567,539000000.0,1.03371,72.86,16.72689,30.24828,47.3,0.708,4996.68783,266000000000.0,122000000000.0,2.20454,2.37
4666,1974-01-01,0.0,96,8.26,74.67567,683000000.0,1.03371,72.86,16.72689,30.24828,44.8,0.708,4996.68783,281000000000.0,122000000000.0,2.20454,4.607
4667,1975-01-01,0.0,96,8.26,74.67567,646000000.0,1.03371,72.86,16.72689,30.24828,42.8,0.708,4996.68783,293000000000.0,122000000000.0,2.20454,3.423
4668,1976-01-01,0.0,96,8.26,74.67567,295000000.0,1.03371,72.86,16.72689,30.24828,41.0,0.708,4996.68783,308000000000.0,122000000000.0,2.20454,4.131
4669,1977-01-01,0.0,96,8.26,74.67567,349000000.0,1.03371,72.86,16.72689,30.24828,39.3,0.708,4996.68783,315000000000.0,122000000000.0,2.20454,1.267
4670,1978-01-01,0.0,96,8.26,74.67567,298000000.0,1.03371,72.86,16.72689,30.24828,37.8,0.708,4996.68783,326000000000.0,122000000000.0,2.20454,2.435
4671,1979-01-01,0.0,96,8.26,74.67567,645000000.0,1.03371,72.86,16.72689,30.24828,36.3,0.708,4996.68783,335000000000.0,122000000000.0,2.20454,2.098
4672,1980-01-01,0.0,96,8.26,74.67567,528000000.0,1.03371,72.86,16.72689,30.24828,34.9,0.708,4996.68783,337000000000.0,122000000000.0,2.20454,-0.3083
4673,1981-01-01,0.0,96,8.26,74.67567,478000000.0,1.03371,72.86,16.72689,30.24828,33.6,0.708,4996.68783,335000000000.0,122000000000.0,2.20122,-1.176
4674,1982-01-01,0.0,96,8.26,74.67567,448000000.0,1.03371,72.86,16.72689,30.24828,32.5,0.708,4996.68783,335000000000.0,122000000000.0,2.04022,-0.3637
4675,1983-01-01,0.0,96,8.26,74.67567,285000000.0,1.03371,72.86,16.72689,30.24828,31.8,0.708,4996.68783,333000000000.0,122000000000.0,1.98509,-1.113
4676,1984-01-01,0.0,96,8.26,74.67567,241000000.0,1.03371,72.86,16.72689,30.24828,31.6,0.708,4996.68783,347000000000.0,122000000000.0,1.90673,3.759
4677,1985-01-01,0.0,96,8.26,74.67567,331000000.0,1.03371,72.86,16.72689,30.24828,31.8,0.708,4996.68783,347000000000.0,122000000000.0,4.29928,-0.4632
4678,1986-01-01,0.0,96,8.26,74.67567,450000000.0,1.03371,72.86,16.72689,30.24828,32.2,0.708,4996.68783,353000000000.0,122000000000.0,4.44571,1.355
4679,1987-01-01,0.0,96,8.26,74.67567,215000000.0,1.03371,72.86,16.72689,30.24828,32.6,0.708,4996.68783,347000000000.0,122000000000.0,3.91403,-2.479
4680,1988-01-01,0.0,96,8.26,74.67567,193000000.0,1.03371,72.86,16.72689,30.24828,32.6,0.708,4996.68783,346000000000.0,122000000000.0,4.20547,-0.6096
4681,1989-01-01,0.0,96,8.26,74.67567,276000000.0,1.03371,72.86,16.72689,30.24828,32.0,0.708,4996.68783,335000000000.0,122000000000.0,4.7973,-3.544
4682,1990-01-01,0.0,96,8.26,74.67567,606000000.0,1.03371,72.86,16.72689,30.24828,31.0,0.708,4996.68783,299000000000.0,122000000000.0,4.54742,-10.91
4683,1991-01-01,0.0,96,8.26,74.67567,63000000.0,1.646,73.3,17.60062,28.04574,30.1,0.694,4389.16847,260000000000.0,110000000000.0,4.77333,-12.75
4684,1992-01-01,0.0,96,8.26,74.67567,184000000.0,1.4023,73.7,27.79142,31.40549,29.1,0.686,4040.70187,237000000000.0,102000000000.0,4.24768,-8.686
4685,1993-01-01,0.0,96,8.215,74.67567,14000000.0,1.63585,73.28,23.0163,28.92772,28.5,0.686,4108.06516,239000000000.0,106000000000.0,2.74061,1.627
4686,1994-01-01,0.0,96,8.17,74.67567,29000000.0,1.64337,72.92,24.90135,24.80913,27.9,0.688,4275.80354,248000000000.0,113000000000.0,3.11473,4.036
4687,1995-01-01,0.0,96,8.01,74.67567,2000000.0,2.45659,72.68,25.63004,23.31616,27.3,0.694,4551.53555,264000000000.0,122000000000.0,2.61345,7.317
4688,1996-01-01,0.0,96,6.74,74.67567,39000000.0,2.6231,70.66,26.45749,23.09509,26.7,0.702,4743.04243,274000000000.0,129000000000.0,2.36907,4.199
4689,1997-01-01,0.0,96,5.51,74.67567,61000000.0,2.55737,71.63,28.19714,21.29874,26.0,0.703,4526.06103,257000000000.0,124000000000.0,3.01765,-5.829
4690,1998-01-01,0.0,96,5.63,74.67567,170000000.0,2.50245,70.39,23.01548,18.38293,25.0,0.705,4443.37786,244000000000.0,123000000000.0,3.00417,-4.603
4691,1999-01-01,0.0,96,6.24,74.67567,142000000.0,2.39571,70.03,26.66182,15.64931,24.2,0.711,4433.59574,240000000000.0,124000000000.0,2.64026,-1.045
4692,2000-01-01,0.0,96,6.97,74.67567,21000000.0,2.40274,69.61,21.58888,19.66958,23.2,0.716,4548.60211,245000000000.0,130000000000.0,2.49891,2.23
4693,2001-01-01,0.0,96,6.56,74.67567,24000000.0,1.56325,68.2,22.10596,22.75601,22.4,0.722,4853.20715,258000000000.0,143000000000.0,2.42075,5.813
4694,2002-01-01,0.0,96,8.11,74.64829,21000000.0,1.73024,63.97,24.01303,22.1727,21.6,0.731,5224.76236,270000000000.0,154000000000.0,2.2873,5.111
4695,2003-01-01,0.0,96,6.95,74.69849,17000000.0,1.76402,63.26,24.21274,23.19532,20.6,0.739,5385.78764,282000000000.0,159000000000.0,2.08849,5.013
4696,2004-01-01,0.0,96,7.72,74.7483,285000000.0,1.75982,63.66,25.74394,24.21656,19.5,0.753,5981.408,306000000000.0,185000000000.0,2.00766,8.621
4697,2005-01-01,0.0,96,7.17,74.79812,437000000.0,1.82664,62.05,24.53522,22.93069,18.2,0.762,6299.40992,317000000000.0,199000000000.0,1.98194,4.219
4698,2006-01-01,0.0,96,7.27,75.64993,61000000.0,1.56353,63.41,24.77123,27.46697,16.7,0.774,6845.61133,342000000000.0,237000000000.0,1.82257,8.045
4699,2007-01-01,0.0,96,6.41,76.49881,98000000.0,1.58167,62.78,24.71083,31.33702,15.3,0.788,7450.05473,363000000000.0,272000000000.0,1.49362,6.435
4700,2008-01-01,0.0,96,5.79,77.34475,76000000.0,1.61851,62.62,26.15534,33.09317,14.0,0.803,8280.3044,389000000000.0,337000000000.0,1.39998,7.523
4701,2009-01-01,0.0,96,6.86,78.18775,56000000.0,1.62245,62.79,26.02361,27.19624,13.0,0.806,7888.89585,363000000000.0,334000000000.0,1.27807,-6.436
4702,2010-01-01,0.0,96,6.96,79.02781,107000000.0,1.64371,64.66,32.38227,27.12925,12.1,0.805,7626.2942,359000000000.0,340000000000.0,1.25442,-0.976
4703,2011-01-01,0.0,96,7.18,79.86493,80000000.0,1.64877,63.89,37.0551,28.12618,11.5,0.806,7809.97685,367000000000.0,356000000000.0,1.29816,2.457
4704,2012-01-01,0.0,96,6.79,80.66381,21000000.0,1.63977,64.68,37.53182,27.04232,10.9,0.803,8004.90921,369000000000.0,372000000000.0,1.23238,0.9155
4705,2013-01-01,0.0,96,7.1,81.44756,20000000.0,1.64584,64.83,40.03406,25.46603,10.5,0.808,8337.67361,382000000000.0,390000000000.0,1.28538,3.729
4706,2014-01-01,0.0,96,6.8,82.23213,0.0,1.63995,65.55,41.42723,24.76965,10.1,0.811,8670.97581,382000000000.0,409000000000.0,1.346,2.438
4707,2015-01-01,0.0,96,6.81,83.02398,22000000.0,1.64741,65.91,41.38513,25.13405,9.7,0.815,8969.14892,382000000000.0,424000000000.0,1.45197,2.685
4708,2016-01-01,0.0,96,5.9,83.82279,177000000.0,1.66675,65.54,41.77628,23.41077,9.7,0.82,9444.99492,382000000000.0,472000000000.0,1.40614,3.083
4709,2017-01-01,0.0,96,4.93,84.62696,88000000.0,1.38471,67.4,42.02462,23.42662,9.7,0.821,10195.07473,382000000000.0,524000000000.0,1.72107,3.557
4710,2018-01-01,0.0,96,4.19,85.43642,37000000.0,1.39989,67.93,41.8617,22.77696,9.7,0.823,10714.01536,382000000000.0,561000000000.0,1.80524,3.663
4711,2019-01-01,0.0,96,3.91,86.24986,13000000.0,1.39721,68.75,40.38322,23.62987,9.7,0.828,11221.70839,382000000000.0,609000000000.0,1.84251,3.722
4712,2020-01-01,0.0,96,5.03,87.06644,187000000.0,1.39721,68.75,37.2576,24.50604,9.7,0.828,10844.53484,382000000000.0,608000000000.0,2.31371,3.722
4713,1970-01-01,0.0,97,0.8,45.44095,0.0,0.18696,92.49,11.50523,7.04866,129.4,0.248,349.67082,2615000000.0,4030197096.0,1.88489,7.651
4714,1971-01-01,0.0,97,0.8,45.44095,0.0,0.18696,92.49,10.21143,9.1318,131.5,0.248,343.46223,2651000000.0,4030197096.0,1.88489,-1.711
4715,1972-01-01,0.0,97,0.8,45.44095,0.0,0.18696,92.49,8.28194,9.55947,134.1,0.248,334.36487,2666000000.0,4030197096.0,1.88489,-2.518
4716,1973-01-01,0.0,97,0.8,45.44095,2000000.0,0.18696,92.49,11.59836,9.42623,137.3,0.248,335.82207,2754000000.0,4030197096.0,1.88489,0.1136
4717,1974-01-01,0.0,97,0.8,45.44095,1000000.0,0.18696,92.49,12.16876,10.46025,141.1,0.248,330.48308,2895000000.0,4030197096.0,1.47154,1.834
4718,1975-01-01,0.0,97,0.8,45.44095,3000000.0,0.18696,92.49,9.17188,13.73887,144.8,0.248,313.6301,3441000000.0,4030197096.0,1.62879,15.07
4719,1976-01-01,0.0,97,0.8,45.44095,2000000.0,0.18696,92.49,14.57895,13.8193,147.5,0.248,363.04117,3382000000.0,4030197096.0,1.61389,-4.887
4720,1977-01-01,0.0,97,0.8,45.44095,1000000.0,0.18696,92.49,14.26777,15.06352,148.0,0.248,358.4074,3555000000.0,4030197096.0,2.15223,1.687
4721,1978-01-01,0.0,97,0.8,45.44095,1500000.0,0.18696,92.49,14.781,16.60703,144.9,0.248,378.40376,3901000000.0,4030197096.0,1.58816,6.126
4722,1979-01-01,0.0,97,0.8,45.44095,2000000.0,0.18696,92.49,21.04606,12.03078,138.0,0.248,409.211,4273000000.0,4030197096.0,1.74743,5.959
4723,1980-01-01,0.0,97,0.8,45.44095,2500000.0,0.18696,92.49,14.43652,16.14038,129.1,0.248,430.74484,4798000000.0,4030197096.0,1.87685,8.653
4724,1981-01-01,0.0,97,0.8,45.44095,3000000.0,0.18696,92.49,9.82551,13.29909,120.0,0.248,439.16765,5101000000.0,4030197096.0,2.03915,3.049
4725,1982-01-01,0.0,97,0.8,45.44095,3500000.0,0.18696,92.49,11.55256,17.77822,111.8,0.248,432.85778,5489000000.0,4030197096.0,2.00306,4.492
4726,1983-01-01,0.0,97,0.8,45.44095,4000000.0,0.18696,92.49,11.58177,13.53058,105.3,0.248,443.7395,5790000000.0,4030197096.0,1.89514,2.381
4727,1984-01-01,0.0,97,0.8,45.44095,6000000.0,0.18696,92.49,12.63143,15.80657,100.9,0.248,409.67073,5575000000.0,4030197096.0,1.60402,-6.838
4728,1985-01-01,0.0,97,0.8,45.44095,3000000.0,0.18696,92.49,10.78251,17.30935,97.8,0.248,410.72712,5890000000.0,4030197096.0,1.58837,1.803
4729,1986-01-01,0.0,97,0.8,45.44095,2000000.0,0.18696,92.49,12.58432,15.87481,95.1,0.248,413.24499,6328000000.0,4030197096.0,1.79553,2.789
4730,1987-01-01,0.0,97,0.8,45.44095,2000000.0,0.18696,92.49,7.45005,15.66461,93.1,0.248,392.65693,6402000000.0,4030197096.0,1.67523,-3.624
4731,1988-01-01,0.0,97,0.8,45.44095,2000000.0,0.18696,92.49,6.61956,14.49244,91.9,0.248,392.48002,6249000000.0,4030197096.0,1.59426,-6.42
4732,1989-01-01,0.0,97,0.8,45.44095,1500000.0,0.18696,92.49,6.13929,13.42602,91.8,0.248,382.15812,6340000000.0,4030197096.0,1.75376,-0.9097
4733,1990-01-01,0.0,97,0.55,45.44095,1000000.0,0.18696,92.49,5.61461,14.64998,93.2,0.248,372.38008,6120000000.0,4030197096.0,3.72917,-3.254
4734,1991-01-01,0.0,97,0.3,45.44095,2000000.0,0.94896,92.16,7.3166,14.02175,96.3,0.22,373.51999,5512000000.0,4057872298.0,5.50917,-6.812
4735,1992-01-01,0.0,97,0.352,45.44095,5000000.0,0.98194,91.53,5.56841,15.6341,101.3,0.202,417.97679,5382000000.0,4396810857.0,4.2906,3.97
4736,1993-01-01,0.0,97,0.404,45.44095,4000000.0,1.02017,90.61,5.17525,16.74702,109.0,0.197,410.97134,4475000000.0,4126320005.0,4.53638,-10.35
4737,1994-01-01,0.0,97,0.456,45.44095,3000000.0,1.04202,89.67,6.30259,9.98251,132.3,0.192,215.74665,2444000000.0,2101237266.0,3.43788,-42.13
4738,1995-01-01,0.0,97,0.508,45.44095,2000000.0,1.61684,88.42,5.15079,13.40913,129.6,0.231,296.72815,3664000000.0,2925424836.0,0.6078,52.02
4739,1996-01-01,0.0,97,0.56,45.44095,1000000.0,1.33803,88.49,6.03137,14.37043,120.3,0.263,324.7216,4091000000.0,3316471315.0,5.32856,7.144
4740,1997-01-01,0.0,97,0.615,45.44095,2000000.0,1.95759,88.26,7.79734,13.80978,121.7,0.291,346.26965,4204000000.0,3847345537.0,4.17353,-5.294
4741,1998-01-01,0.0,97,0.67,45.44095,9000000.0,1.593,87.99,5.58506,14.80766,121.4,0.307,347.5535,5058000000.0,4232406867.0,4.37765,9.118
4742,1999-01-01,0.0,97,0.7250000000000001,45.44095,20000000.0,1.49983,87.68,5.41643,11.98239,115.2,0.326,336.64561,5814000000.0,4494758010.0,4.44811,5.252
4743,2000-01-01,0.0,97,0.78,45.44095,14000000.0,2.01473,87.32,5.38061,12.29987,109.2,0.341,344.93998,6452000000.0,4968971555.0,3.5355,3.911
4744,2001-01-01,0.0,97,0.835,46.91962,12166666.666666666,2.0121,86.98,7.27331,12.79282,102.3,0.35,360.68334,7033000000.0,5487142861.0,3.39623,4.395
4745,2002-01-01,0.0,97,0.89,48.35939,10333333.333333334,1.98042,86.65,6.18455,12.62489,94.1,0.366,398.77367,7731000000.0,6320402633.0,3.04893,6.895
4746,2003-01-01,0.0,97,0.9133333333333333,49.6341,8500000.0,1.47662,86.33,7.78081,13.17698,86.0,0.379,401.35983,7759000000.0,6549019515.0,2.44713,-1.474
